locus_tag	ftype	length_bp	gene	EC_number	COG	product
MGDCJILJ_00084	CDS	792	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
MGDCJILJ_00085	CDS	825				hypothetical protein
MGDCJILJ_00086	CDS	612				hypothetical protein
MGDCJILJ_00087	CDS	1905	dnaK			Chaperone protein DnaK
MGDCJILJ_00088	CDS	1152	dnaJ		COG0484	Chaperone protein DnaJ
MGDCJILJ_00089	CDS	1062				hypothetical protein
MGDCJILJ_00090	CDS	768				hypothetical protein
MGDCJILJ_00091	CDS	1518				hypothetical protein
MGDCJILJ_00092	CDS	915				hypothetical protein
MGDCJILJ_00093	CDS	2724	secA		COG0653	Protein translocase subunit SecA
MGDCJILJ_00094	CDS	843		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
MGDCJILJ_00095	CDS	1380	argJ			Arginine biosynthesis bifunctional protein ArgJ
MGDCJILJ_00096	CDS	399	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MGDCJILJ_00097	CDS	2577	infB			Translation initiation factor IF-2
MGDCJILJ_00098	CDS	645				hypothetical protein
MGDCJILJ_00099	CDS	1611	nusA		COG0195	Transcription termination/antitermination protein NusA
MGDCJILJ_00100	CDS	606	rimP			Ribosome maturation factor RimP
MGDCJILJ_00101	CDS	627				hypothetical protein
MGDCJILJ_00102	CDS	1818	tamA		COG0729	Translocation and assembly module subunit TamA
MGDCJILJ_00103	CDS	3522				hypothetical protein
MGDCJILJ_00104	CDS	705				hypothetical protein
MGDCJILJ_00105	CDS	2112				hypothetical protein
MGDCJILJ_00106	CDS	447				hypothetical protein
MGDCJILJ_00107	CDS	831	nit1	3.5.1.128		Deaminated glutathione amidase
MGDCJILJ_00108	CDS	258	grxC		COG0695	Glutaredoxin 3
MGDCJILJ_00109	CDS	723				hypothetical protein
MGDCJILJ_00110	CDS	840				hypothetical protein
MGDCJILJ_00111	CDS	1104	hemH	4.99.1.1	COG0276	Ferrochelatase
MGDCJILJ_00112	CDS	594				hypothetical protein
MGDCJILJ_00113	CDS	513				hypothetical protein
MGDCJILJ_00114	CDS	498				hypothetical protein
MGDCJILJ_00115	CDS	1218	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
MGDCJILJ_00116	CDS	1740		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
MGDCJILJ_00117	CDS	1848	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MGDCJILJ_00118	CDS	1149	cca	2.7.7.72		CCA-adding enzyme
MGDCJILJ_00119	CDS	600	nudL	3.6.1.-		putative Nudix hydrolase NudL
MGDCJILJ_00120	CDS	987	hslO		COG1281	33 kDa chaperonin
MGDCJILJ_00121	CDS	438				hypothetical protein
MGDCJILJ_00122	CDS	1227	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MGDCJILJ_00123	CDS	348				hypothetical protein
MGDCJILJ_00124	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MGDCJILJ_00125	CDS	903				hypothetical protein
MGDCJILJ_00126	CDS	1227	argG	6.3.4.5	COG0137	Argininosuccinate synthase
MGDCJILJ_00127	tRNA	76				tRNA-Lys(ttt)
MGDCJILJ_00128	CDS	837	dapF	5.1.1.7		Diaminopimelate epimerase
MGDCJILJ_00129	CDS	1272	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
MGDCJILJ_00130	CDS	1260	ttuD_1	1.1.1.81		Putative hydroxypyruvate reductase
MGDCJILJ_00131	CDS	1020	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
MGDCJILJ_00132	CDS	444				hypothetical protein
MGDCJILJ_00133	CDS	432	hmrR			HTH-type transcriptional regulator HmrR
MGDCJILJ_00134	CDS	2463	actP_1	7.2.2.9		Copper-transporting P-type ATPase
MGDCJILJ_00135	CDS	228				hypothetical protein
MGDCJILJ_00136	CDS	414				hypothetical protein
MGDCJILJ_00137	CDS	693	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MGDCJILJ_00138	CDS	873	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
MGDCJILJ_00139	CDS	705	cutC		COG3142	Copper homeostasis protein CutC
MGDCJILJ_00140	CDS	774				hypothetical protein
MGDCJILJ_00141	CDS	822			COG0823	putative protein
MGDCJILJ_00142	CDS	444				hypothetical protein
MGDCJILJ_00143	CDS	2616	clpB			Chaperone protein ClpB
MGDCJILJ_00144	CDS	639				hypothetical protein
MGDCJILJ_00145	CDS	498				hypothetical protein
MGDCJILJ_00146	CDS	480			COG2335	Immunogenic protein MPT70
MGDCJILJ_00147	CDS	906	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MGDCJILJ_00148	CDS	609	msrQ_1		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MGDCJILJ_00149	rRNA	1464				16S ribosomal RNA
MGDCJILJ_00150	tRNA	76				tRNA-Ala(tgc)
MGDCJILJ_00151	tRNA	77				tRNA-Ile(gat)
MGDCJILJ_00152	rRNA	2832				23S ribosomal RNA
MGDCJILJ_00153	rRNA	110				5S ribosomal RNA
MGDCJILJ_00154	tRNA	77				tRNA-Met(cat)
MGDCJILJ_00155	CDS	516				hypothetical protein
MGDCJILJ_00156	CDS	291				hypothetical protein
MGDCJILJ_00157	CDS	498				Cytochrome b562
MGDCJILJ_00158	CDS	624	slmA			Nucleoid occlusion factor SlmA
MGDCJILJ_00159	CDS	378				hypothetical protein
MGDCJILJ_00160	CDS	414	nsrR_1		COG1959	HTH-type transcriptional repressor NsrR
MGDCJILJ_00161	CDS	486	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
MGDCJILJ_00162	CDS	696				hypothetical protein
MGDCJILJ_00163	CDS	1206				hypothetical protein
MGDCJILJ_00164	CDS	666				hypothetical protein
MGDCJILJ_00165	CDS	699				hypothetical protein
MGDCJILJ_00166	CDS	2724				hypothetical protein
MGDCJILJ_00167	CDS	3747	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
MGDCJILJ_00168	CDS	1527	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
MGDCJILJ_00169	CDS	705	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
MGDCJILJ_00170	CDS	786	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
MGDCJILJ_00171	CDS	795	surA_1	5.2.1.8		Chaperone SurA
MGDCJILJ_00172	CDS	570				hypothetical protein
MGDCJILJ_00173	CDS	633	can	4.2.1.1	COG0288	Carbonic anhydrase 2
MGDCJILJ_00174	CDS	1281	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MGDCJILJ_00175	CDS	522				hypothetical protein
MGDCJILJ_00176	CDS	663				hypothetical protein
MGDCJILJ_00177	CDS	855				hypothetical protein
MGDCJILJ_00178	CDS	1305	yfcJ_1			putative MFS-type transporter YfcJ
MGDCJILJ_00179	CDS	354	ychN		COG1553	Protein YchN
MGDCJILJ_00180	CDS	426				hypothetical protein
MGDCJILJ_00181	CDS	891	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
MGDCJILJ_00182	CDS	558	nosL			Copper-binding lipoprotein NosL
MGDCJILJ_00183	CDS	822	nosY		COG1277	putative ABC transporter permease protein NosY
MGDCJILJ_00184	CDS	897	nosF		COG1131	putative ABC transporter ATP-binding protein NosF
MGDCJILJ_00185	CDS	1335	nosD			putative ABC transporter binding protein NosD
MGDCJILJ_00186	CDS	1950	nosZ	1.7.2.4		Nitrous-oxide reductase
MGDCJILJ_00187	CDS	1587				hypothetical protein
MGDCJILJ_00188	CDS	567				hypothetical protein
MGDCJILJ_00189	CDS	705	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
MGDCJILJ_00190	CDS	1176				hypothetical protein
MGDCJILJ_00191	CDS	834				hypothetical protein
MGDCJILJ_00192	CDS	288	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
MGDCJILJ_00193	CDS	1059				hypothetical protein
MGDCJILJ_00194	CDS	237				hypothetical protein
MGDCJILJ_00195	CDS	912				hypothetical protein
MGDCJILJ_00196	CDS	408				hypothetical protein
MGDCJILJ_00197	CDS	318				hypothetical protein
MGDCJILJ_00198	CDS	1053				hypothetical protein
MGDCJILJ_00199	CDS	1161				hypothetical protein
MGDCJILJ_00200	CDS	315				hypothetical protein
MGDCJILJ_00201	CDS	1257	moeA_2	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
MGDCJILJ_00202	CDS	2466	aioA	1.20.9.1		Arsenite oxidase subunit AioA
MGDCJILJ_00203	CDS	519	aioB	1.20.9.1		Arsenite oxidase subunit AioB
MGDCJILJ_00204	CDS	1248	zraR		COG2204	Transcriptional regulatory protein ZraR
MGDCJILJ_00205	CDS	1431				hypothetical protein
MGDCJILJ_00206	CDS	849	phnD2		COG3221	putative ABC transporter phosphonate/phosphite binding protein PhnD2
MGDCJILJ_00207	CDS	369				hypothetical protein
MGDCJILJ_00208	CDS	1020	acr3		COG0798	Arsenical-resistance protein Acr3
MGDCJILJ_00209	CDS	306	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
MGDCJILJ_00210	CDS	582				hypothetical protein
MGDCJILJ_00211	CDS	522				hypothetical protein
MGDCJILJ_00212	CDS	1368				hypothetical protein
MGDCJILJ_00213	CDS	627	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
MGDCJILJ_00214	CDS	1959	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MGDCJILJ_00215	CDS	954	nudC	3.6.1.22		NADH pyrophosphatase
MGDCJILJ_00216	CDS	486				hypothetical protein
MGDCJILJ_00217	CDS	855	pheA			Bifunctional chorismate mutase/prephenate dehydratase
MGDCJILJ_00218	CDS	525	cycM		COG3474	Cytochrome c-552
MGDCJILJ_00219	CDS	1908				hypothetical protein
MGDCJILJ_00220	CDS	1146	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
MGDCJILJ_00221	CDS	1122	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
MGDCJILJ_00222	CDS	1584	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
MGDCJILJ_00223	CDS	1224	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MGDCJILJ_00224	CDS	1005				hypothetical protein
MGDCJILJ_00225	CDS	1416	ycjX		COG3106	putative protein YcjX
MGDCJILJ_00226	CDS	588	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
MGDCJILJ_00227	CDS	453				hypothetical protein
MGDCJILJ_00228	CDS	471	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
MGDCJILJ_00229	CDS	627	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MGDCJILJ_00230	CDS	573	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MGDCJILJ_00231	CDS	705				hypothetical protein
MGDCJILJ_00232	CDS	879	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
MGDCJILJ_00233	CDS	564	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
MGDCJILJ_00234	CDS	597				hypothetical protein
MGDCJILJ_00235	CDS	873				hypothetical protein
MGDCJILJ_00236	CDS	1518	comM		COG0606	Competence protein ComM
MGDCJILJ_00237	CDS	945	gshB	6.3.2.3	COG0189	Glutathione synthetase
MGDCJILJ_00238	CDS	399				hypothetical protein
MGDCJILJ_00239	CDS	891	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
MGDCJILJ_00240	CDS	1176				hypothetical protein
MGDCJILJ_00241	CDS	2403	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
MGDCJILJ_00242	CDS	1545	murJ_1		COG0728	Lipid II flippase MurJ
MGDCJILJ_00243	CDS	690				hypothetical protein
MGDCJILJ_00244	CDS	1050	trpS	6.1.1.2		Tryptophan--tRNA ligase
MGDCJILJ_00245	CDS	504				hypothetical protein
MGDCJILJ_00246	CDS	813	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MGDCJILJ_00247	CDS	336	csaA		COG0073	putative chaperone CsaA
MGDCJILJ_00248	CDS	960	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MGDCJILJ_00249	tRNA	93				tRNA-SeC(tca)
MGDCJILJ_00250	CDS	2190	fadJ_1		COG1024	Fatty acid oxidation complex subunit alpha
MGDCJILJ_00251	CDS	447				hypothetical protein
MGDCJILJ_00252	CDS	981				hypothetical protein
MGDCJILJ_00253	CDS	459				hypothetical protein
MGDCJILJ_00254	CDS	471				hypothetical protein
MGDCJILJ_00255	CDS	429				hypothetical protein
MGDCJILJ_00256	CDS	1212	fadA	2.3.1.-	COG0183	Putative acyltransferase
MGDCJILJ_00257	CDS	627	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MGDCJILJ_00258	CDS	213				hypothetical protein
MGDCJILJ_00259	CDS	1773	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MGDCJILJ_00260	CDS	402				hypothetical protein
MGDCJILJ_00261	CDS	1629				hypothetical protein
MGDCJILJ_00262	CDS	1044				hypothetical protein
MGDCJILJ_00263	CDS	159				hypothetical protein
MGDCJILJ_00264	CDS	2196	pacS	7.2.2.8		putative copper-transporting ATPase PacS
MGDCJILJ_00265	CDS	453				hypothetical protein
MGDCJILJ_00266	CDS	1416				hypothetical protein
MGDCJILJ_00267	CDS	879	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
MGDCJILJ_00268	CDS	192				hypothetical protein
MGDCJILJ_00269	CDS	744				hypothetical protein
MGDCJILJ_00270	CDS	1599	fixN	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
MGDCJILJ_00271	CDS	846				hypothetical protein
MGDCJILJ_00272	CDS	570				hypothetical protein
MGDCJILJ_00273	CDS	918	phzF	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
MGDCJILJ_00274	CDS	738	fixK_2		COG0664	Nitrogen fixation regulation protein FixK
MGDCJILJ_00275	CDS	1356	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
MGDCJILJ_00276	CDS	1020				hypothetical protein
MGDCJILJ_00277	CDS	675	pth	3.1.1.29		Peptidyl-tRNA hydrolase
MGDCJILJ_00278	CDS	615	rplY		COG1825	50S ribosomal protein L25
MGDCJILJ_00279	CDS	1161	ybjJ_1			Inner membrane protein YbjJ
MGDCJILJ_00280	CDS	1584	aruI	4.1.1.75	COG0028	putative 2-ketoarginine decarboxylase AruI
MGDCJILJ_00281	CDS	1188	aruH_1	2.6.1.84	COG0436	Arginine--pyruvate transaminase AruH
MGDCJILJ_00282	CDS	660	betI_1			HTH-type transcriptional regulator BetI
MGDCJILJ_00283	CDS	915	fieF		COG0053	Ferrous-iron efflux pump FieF
MGDCJILJ_00284	CDS	573				hypothetical protein
MGDCJILJ_00285	CDS	987		1.1.1.29		Glycerate dehydrogenase
MGDCJILJ_00286	CDS	207				hypothetical protein
MGDCJILJ_00287	CDS	216				hypothetical protein
MGDCJILJ_00288	CDS	243				hypothetical protein
MGDCJILJ_00289	CDS	234				hypothetical protein
MGDCJILJ_00290	CDS	1242	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
MGDCJILJ_00291	CDS	1161	adhB_1	1.1.1.1		Alcohol dehydrogenase 2
MGDCJILJ_00292	CDS	1383	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
MGDCJILJ_00293	CDS	1368	ipuC_1	6.3.2.-		Glutamate--isopropylamine ligase
MGDCJILJ_00294	CDS	891				hypothetical protein
MGDCJILJ_00295	CDS	915	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
MGDCJILJ_00296	CDS	1140	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MGDCJILJ_00297	CDS	1947	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MGDCJILJ_00298	CDS	540				hypothetical protein
MGDCJILJ_00299	CDS	999				hypothetical protein
MGDCJILJ_00300	CDS	1038	mreB			Cell shape-determining protein MreB
MGDCJILJ_00301	CDS	756	ucpA	1.-.-.-		Oxidoreductase UcpA
MGDCJILJ_00302	CDS	735				hypothetical protein
MGDCJILJ_00303	CDS	924				hypothetical protein
MGDCJILJ_00304	CDS	1581	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
MGDCJILJ_00305	CDS	660				hypothetical protein
MGDCJILJ_00306	CDS	1524	phrB	4.1.99.13	COG3046	(6-4) photolyase
MGDCJILJ_00307	CDS	186	secE			Protein translocase subunit SecE
MGDCJILJ_00308	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
MGDCJILJ_00309	CDS	453	rplK		COG0080	50S ribosomal protein L11
MGDCJILJ_00310	CDS	699	rplA		COG0081	50S ribosomal protein L1
MGDCJILJ_00311	CDS	516	rplJ		COG0244	50S ribosomal protein L10
MGDCJILJ_00312	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
MGDCJILJ_00313	CDS	4134	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
MGDCJILJ_00314	CDS	4251	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
MGDCJILJ_00315	CDS	900	cntI_1			Pseudopaline exporter CntI
MGDCJILJ_00316	CDS	471				hypothetical protein
MGDCJILJ_00317	CDS	1614	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
MGDCJILJ_00318	CDS	1008				hypothetical protein
MGDCJILJ_00319	CDS	1506	betC	3.1.6.6	COG3119	Choline-sulfatase
MGDCJILJ_00320	CDS	927	etfA_1		COG2025	Electron transfer flavoprotein subunit alpha
MGDCJILJ_00321	CDS	762	etfB_1			Electron transfer flavoprotein subunit beta
MGDCJILJ_00322	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
MGDCJILJ_00323	CDS	204				hypothetical protein
MGDCJILJ_00324	CDS	831				hypothetical protein
MGDCJILJ_00325	CDS	639				hypothetical protein
MGDCJILJ_00326	CDS	2310	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
MGDCJILJ_00327	CDS	1176	tufA_1		COG0050	Elongation factor Tu
MGDCJILJ_00328	CDS	903				hypothetical protein
MGDCJILJ_00329	CDS	162	tuf			Elongation factor Tu
MGDCJILJ_00330	CDS	819				hypothetical protein
MGDCJILJ_00331	CDS	903				hypothetical protein
MGDCJILJ_00332	CDS	297				hypothetical protein
MGDCJILJ_00333	CDS	396	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
MGDCJILJ_00334	CDS	525				hypothetical protein
MGDCJILJ_00335	CDS	1566	mpdB	1.1.1.400		2-methyl-1,2-propanediol dehydrogenase
MGDCJILJ_00336	CDS	645	vatD	2.3.1.-		Streptogramin A acetyltransferase
MGDCJILJ_00337	CDS	228				hypothetical protein
MGDCJILJ_00338	tRNA	76				tRNA-Trp(cca)
MGDCJILJ_00339	CDS	474				hypothetical protein
MGDCJILJ_00340	CDS	363	rplT		COG0292	50S ribosomal protein L20
MGDCJILJ_00341	CDS	201	rpmI		COG0291	50S ribosomal protein L35
MGDCJILJ_00342	CDS	225				hypothetical protein
MGDCJILJ_00343	CDS	1446	ttuE	2.7.1.40		Pyruvate kinase
MGDCJILJ_00344	CDS	729				hypothetical protein
MGDCJILJ_00345	CDS	315				hypothetical protein
MGDCJILJ_00346	CDS	300				hypothetical protein
MGDCJILJ_00347	CDS	699				hypothetical protein
MGDCJILJ_00348	CDS	864	dat	2.6.1.21		D-alanine aminotransferase
MGDCJILJ_00349	CDS	741				hypothetical protein
MGDCJILJ_00350	CDS	963	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
MGDCJILJ_00351	CDS	873	mcl1_1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
MGDCJILJ_00352	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
MGDCJILJ_00353	CDS	315	gdx		COG2076	Guanidinium exporter
MGDCJILJ_00354	CDS	486				hypothetical protein
MGDCJILJ_00355	CDS	999				hypothetical protein
MGDCJILJ_00356	CDS	744				hypothetical protein
MGDCJILJ_00357	CDS	897				hypothetical protein
MGDCJILJ_00358	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
MGDCJILJ_00359	CDS	1068				hypothetical protein
MGDCJILJ_00360	CDS	1734	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MGDCJILJ_00361	CDS	774				hypothetical protein
MGDCJILJ_00362	CDS	366				hypothetical protein
MGDCJILJ_00363	CDS	810	map	3.4.11.18	COG0024	Methionine aminopeptidase
MGDCJILJ_00364	CDS	720	cinA			Putative competence-damage inducible protein
MGDCJILJ_00365	CDS	693				hypothetical protein
MGDCJILJ_00366	CDS	951	pal_1			Peptidoglycan-associated lipoprotein
MGDCJILJ_00367	CDS	906	pgrR			HTH-type transcriptional regulator PgrR
MGDCJILJ_00368	CDS	246				hypothetical protein
