locus_tag	ftype	length_bp	gene	EC_number	COG	product
NAHEBPPK_00119	CDS	846	kduI	5.3.1.17		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
NAHEBPPK_00120	CDS	759	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
NAHEBPPK_00121	CDS	999	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
NAHEBPPK_00122	CDS	1053			COG1638	Solute-binding protein
NAHEBPPK_00123	CDS	507				hypothetical protein
NAHEBPPK_00124	CDS	1281	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
NAHEBPPK_00125	CDS	1002				hypothetical protein
NAHEBPPK_00126	CDS	1935				hypothetical protein
NAHEBPPK_00127	CDS	1908	celK	3.2.1.91		Cellulose 1,4-beta-cellobiosidase
NAHEBPPK_00128	CDS	2481				hypothetical protein
NAHEBPPK_00129	CDS	2877				hypothetical protein
NAHEBPPK_00130	CDS	558				hypothetical protein
NAHEBPPK_00131	CDS	645	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
NAHEBPPK_00132	CDS	1062				hypothetical protein
NAHEBPPK_00133	CDS	3303				hypothetical protein
NAHEBPPK_00134	CDS	1512	rebH_1	1.14.19.9		Flavin-dependent tryptophan halogenase RebH
NAHEBPPK_00135	CDS	1428				hypothetical protein
NAHEBPPK_00136	CDS	1521	rebH_2	1.14.19.9		Flavin-dependent tryptophan halogenase RebH
NAHEBPPK_00137	CDS	1524	rebH_3	1.14.19.9		Flavin-dependent tryptophan halogenase RebH
NAHEBPPK_00138	CDS	1704		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43A
NAHEBPPK_00139	CDS	1131	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
NAHEBPPK_00140	CDS	1464	xylB	2.7.1.17	COG1070	Xylulose kinase
NAHEBPPK_00141	CDS	1311	xylA	5.3.1.5		Xylose isomerase
NAHEBPPK_00142	CDS	1074	ccpA_1		COG1609	Catabolite control protein A
NAHEBPPK_00143	CDS	630				hypothetical protein
NAHEBPPK_00144	CDS	1425	xylE_1			D-xylose-proton symporter
NAHEBPPK_00145	CDS	1608				hypothetical protein
NAHEBPPK_00146	CDS	3396	btuB_2			Vitamin B12 transporter BtuB
NAHEBPPK_00147	CDS	1020	fecR		COG3712	Protein FecR
NAHEBPPK_00148	CDS	534	fecI		COG1595	putative RNA polymerase sigma factor FecI
NAHEBPPK_00149	CDS	1773	hutI_1	3.5.2.7		Imidazolonepropionase
NAHEBPPK_00150	CDS	1071	vdcA	2.7.7.65		Diguanylate cyclase VdcA
NAHEBPPK_00151	CDS	429				hypothetical protein
NAHEBPPK_00152	CDS	693				hypothetical protein
NAHEBPPK_00153	CDS	2277	btuB_3			Vitamin B12 transporter BtuB
NAHEBPPK_00154	CDS	1356	exuT			Hexuronate transporter
NAHEBPPK_00155	CDS	1641	fumD_1	3.1.1.87		Fumonisin B1 esterase
NAHEBPPK_00156	CDS	1617	dmdB_1	6.2.1.44	COG0318	3-methylmercaptopropionyl-CoA ligase
NAHEBPPK_00157	CDS	675				hypothetical protein
NAHEBPPK_00158	CDS	1122	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NAHEBPPK_00159	CDS	1260		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
NAHEBPPK_00160	CDS	393				hypothetical protein
NAHEBPPK_00161	CDS	363				hypothetical protein
NAHEBPPK_00162	CDS	663	qseB_1			Transcriptional regulatory protein QseB
NAHEBPPK_00163	CDS	1320				hypothetical protein
NAHEBPPK_00164	CDS	954	aes_1	3.1.1.-	COG0657	Acetyl esterase
NAHEBPPK_00165	CDS	1191				hypothetical protein
NAHEBPPK_00166	CDS	2181	fhuA		COG1629	Ferrichrome outer membrane transporter/phage receptor
NAHEBPPK_00167	CDS	3279	tolB_1			Tol-Pal system protein TolB
NAHEBPPK_00168	CDS	714				hypothetical protein
NAHEBPPK_00169	CDS	759	nimR			HTH-type transcriptional regulator NimR
NAHEBPPK_00170	CDS	747				hypothetical protein
NAHEBPPK_00171	CDS	1074				hypothetical protein
NAHEBPPK_00172	CDS	984				hypothetical protein
NAHEBPPK_00173	CDS	1503	ethA_1	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
NAHEBPPK_00174	CDS	1377	mgtE		COG2239	Magnesium transporter MgtE
NAHEBPPK_00175	CDS	1221				hypothetical protein
NAHEBPPK_00176	CDS	1173	acdA_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NAHEBPPK_00177	CDS	363				hypothetical protein
NAHEBPPK_00178	CDS	1968	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NAHEBPPK_00179	CDS	1812			COG0664	putative NTE family protein
NAHEBPPK_00180	CDS	1608		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
NAHEBPPK_00181	CDS	279				hypothetical protein
NAHEBPPK_00182	CDS	1041				hypothetical protein
NAHEBPPK_00183	CDS	801		4.2.1.150	COG1024	Crotonyl-CoA hydratase
NAHEBPPK_00184	CDS	330				hypothetical protein
NAHEBPPK_00185	CDS	921				hypothetical protein
NAHEBPPK_00186	CDS	516				hypothetical protein
NAHEBPPK_00187	CDS	1902	accA1_1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
NAHEBPPK_00188	CDS	1215	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
NAHEBPPK_00189	CDS	846	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
NAHEBPPK_00190	CDS	1800	pntE	1.14.13.170		Pentalenolactone D synthase
NAHEBPPK_00191	CDS	876				hypothetical protein
NAHEBPPK_00192	CDS	1716	hscC		COG0443	Chaperone protein HscC
NAHEBPPK_00193	CDS	648				hypothetical protein
NAHEBPPK_00194	CDS	1917				hypothetical protein
NAHEBPPK_00195	CDS	1188				hypothetical protein
NAHEBPPK_00196	CDS	738				hypothetical protein
NAHEBPPK_00197	CDS	441	cymR			HTH-type transcriptional regulator CymR
NAHEBPPK_00198	CDS	2358	btuB_4			Vitamin B12 transporter BtuB
NAHEBPPK_00199	CDS	645				hypothetical protein
NAHEBPPK_00200	CDS	744				hypothetical protein
NAHEBPPK_00201	CDS	507				hypothetical protein
NAHEBPPK_00202	CDS	1359				hypothetical protein
NAHEBPPK_00203	CDS	393				hypothetical protein
NAHEBPPK_00204	CDS	1452	amn	3.2.2.4	COG0775	AMP nucleosidase
NAHEBPPK_00205	CDS	327				hypothetical protein
NAHEBPPK_00206	CDS	1053				hypothetical protein
NAHEBPPK_00207	CDS	3600				hypothetical protein
NAHEBPPK_00208	CDS	1041	pal_1			Peptidoglycan-associated lipoprotein
NAHEBPPK_00209	CDS	4320				hypothetical protein
NAHEBPPK_00210	CDS	600				hypothetical protein
NAHEBPPK_00211	CDS	594				hypothetical protein
NAHEBPPK_00212	CDS	1506				hypothetical protein
NAHEBPPK_00213	CDS	657				hypothetical protein
NAHEBPPK_00214	CDS	354				hypothetical protein
NAHEBPPK_00215	CDS	789				hypothetical protein
NAHEBPPK_00216	CDS	2466	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
NAHEBPPK_00217	CDS	1914				hypothetical protein
NAHEBPPK_00218	CDS	504				hypothetical protein
NAHEBPPK_00219	CDS	486				hypothetical protein
NAHEBPPK_00220	CDS	885				hypothetical protein
NAHEBPPK_00221	CDS	1128				hypothetical protein
NAHEBPPK_00222	CDS	234				hypothetical protein
NAHEBPPK_00223	CDS	417				hypothetical protein
NAHEBPPK_00224	CDS	1167				hypothetical protein
NAHEBPPK_00225	CDS	204				hypothetical protein
NAHEBPPK_00226	CDS	552				hypothetical protein
NAHEBPPK_00227	CDS	405				hypothetical protein
NAHEBPPK_00228	CDS	411				hypothetical protein
NAHEBPPK_00229	CDS	285				hypothetical protein
NAHEBPPK_00230	CDS	186				hypothetical protein
NAHEBPPK_00231	CDS	315				hypothetical protein
NAHEBPPK_00232	CDS	618				hypothetical protein
NAHEBPPK_00233	CDS	648				hypothetical protein
NAHEBPPK_00234	CDS	432				hypothetical protein
NAHEBPPK_00235	CDS	3612				hypothetical protein
NAHEBPPK_00236	CDS	861	cbpA		COG2214	Curved DNA-binding protein
NAHEBPPK_00237	CDS	1728				hypothetical protein
NAHEBPPK_00238	CDS	387				hypothetical protein
NAHEBPPK_00239	CDS	684	qseB_2			Transcriptional regulatory protein QseB
NAHEBPPK_00240	CDS	1431	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
NAHEBPPK_00241	CDS	597				hypothetical protein
NAHEBPPK_00242	CDS	426	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
NAHEBPPK_00243	CDS	1899	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
NAHEBPPK_00244	CDS	1524	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
NAHEBPPK_00245	CDS	699	copR			Transcriptional activator protein CopR
NAHEBPPK_00246	CDS	1545	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NAHEBPPK_00247	CDS	399				hypothetical protein
NAHEBPPK_00248	CDS	1791	htpX_1	3.4.24.-		Protease HtpX
NAHEBPPK_00249	CDS	2694	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
NAHEBPPK_00250	CDS	576				hypothetical protein
NAHEBPPK_00251	CDS	552	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
NAHEBPPK_00252	CDS	435				hypothetical protein
NAHEBPPK_00253	CDS	513				hypothetical protein
NAHEBPPK_00254	CDS	402				hypothetical protein
NAHEBPPK_00255	CDS	1449	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
NAHEBPPK_00256	CDS	1374	ktrB		COG0168	Ktr system potassium uptake protein B
NAHEBPPK_00257	CDS	600				hypothetical protein
NAHEBPPK_00258	CDS	408				hypothetical protein
NAHEBPPK_00259	CDS	321				hypothetical protein
NAHEBPPK_00260	CDS	2163	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
NAHEBPPK_00261	CDS	1917	mutA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase small subunit
NAHEBPPK_00262	CDS	288				hypothetical protein
NAHEBPPK_00263	CDS	330				hypothetical protein
NAHEBPPK_00264	CDS	444				hypothetical protein
NAHEBPPK_00265	CDS	1008				hypothetical protein
NAHEBPPK_00266	CDS	564				hypothetical protein
NAHEBPPK_00267	CDS	816	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NAHEBPPK_00268	CDS	1089				hypothetical protein
NAHEBPPK_00269	CDS	996				hypothetical protein
NAHEBPPK_00270	CDS	420				hypothetical protein
NAHEBPPK_00271	CDS	468				hypothetical protein
NAHEBPPK_00272	CDS	1362	atzE	3.5.1.131		1-carboxybiuret hydrolase subunit AtzE
NAHEBPPK_00273	CDS	366				hypothetical protein
NAHEBPPK_00274	CDS	1485	glpK	2.7.1.30		Glycerol kinase
NAHEBPPK_00275	CDS	1320	steT		COG0531	Serine/threonine exchanger SteT
NAHEBPPK_00276	CDS	150				hypothetical protein
NAHEBPPK_00277	CDS	252	parD4		COG3609	Antitoxin ParD4
NAHEBPPK_00278	tRNA	75				tRNA-Thr(ggt)
NAHEBPPK_00279	CDS	1110	ybiX	1.14.11.-		PKHD-type hydroxylase YbiX
NAHEBPPK_00280	CDS	1281	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NAHEBPPK_00281	CDS	456				hypothetical protein
NAHEBPPK_00282	CDS	384				hypothetical protein
NAHEBPPK_00283	CDS	1311	hisD	1.1.1.23		Histidinol dehydrogenase
NAHEBPPK_00284	CDS	489				hypothetical protein
NAHEBPPK_00285	CDS	573				hypothetical protein
NAHEBPPK_00286	CDS	816				hypothetical protein
NAHEBPPK_00287	CDS	1170				hypothetical protein
NAHEBPPK_00288	CDS	219	infA			Translation initiation factor IF-1
NAHEBPPK_00289	CDS	573	yhdE_1	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
NAHEBPPK_00290	CDS	420				hypothetical protein
NAHEBPPK_00291	CDS	222				hypothetical protein
NAHEBPPK_00292	CDS	1038	ctaA	1.3.-.-	COG1612	Heme A synthase
NAHEBPPK_00293	CDS	972				hypothetical protein
NAHEBPPK_00294	CDS	465	rplM		COG0102	50S ribosomal protein L13
NAHEBPPK_00295	CDS	483	rpsI		COG0103	30S ribosomal protein S9
NAHEBPPK_00296	CDS	936	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
NAHEBPPK_00297	CDS	369				hypothetical protein
NAHEBPPK_00298	CDS	1839	phaC_1	2.3.1.-	COG3243	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
NAHEBPPK_00299	CDS	441				hypothetical protein
NAHEBPPK_00300	CDS	1209	alaC	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaC
NAHEBPPK_00301	CDS	1284	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
NAHEBPPK_00302	CDS	954	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
NAHEBPPK_00303	CDS	1095				hypothetical protein
NAHEBPPK_00304	CDS	687				hypothetical protein
NAHEBPPK_00305	CDS	1218	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
NAHEBPPK_00306	CDS	753	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
NAHEBPPK_00307	CDS	333				hypothetical protein
NAHEBPPK_00308	CDS	1641	betA_1	1.2.1.8		Oxygen-dependent choline dehydrogenase
NAHEBPPK_00309	CDS	765	caiD_1	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
NAHEBPPK_00310	CDS	1194		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
NAHEBPPK_00311	CDS	1047	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
NAHEBPPK_00312	CDS	564				hypothetical protein
NAHEBPPK_00313	CDS	627				hypothetical protein
NAHEBPPK_00314	CDS	636	eda	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
NAHEBPPK_00315	CDS	777	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
NAHEBPPK_00316	CDS	531	rfbC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
NAHEBPPK_00317	CDS	1350	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
NAHEBPPK_00318	CDS	1110	strE_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
NAHEBPPK_00319	CDS	1320				hypothetical protein
NAHEBPPK_00320	CDS	966	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NAHEBPPK_00321	CDS	1179	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
NAHEBPPK_00322	CDS	1287				hypothetical protein
NAHEBPPK_00323	CDS	2403	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
NAHEBPPK_00324	CDS	1149				hypothetical protein
NAHEBPPK_00325	CDS	1281				hypothetical protein
NAHEBPPK_00326	CDS	186				hypothetical protein
NAHEBPPK_00327	CDS	1014	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
NAHEBPPK_00328	CDS	1098	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NAHEBPPK_00329	CDS	936				hypothetical protein
NAHEBPPK_00330	CDS	999				hypothetical protein
NAHEBPPK_00331	CDS	1314				hypothetical protein
NAHEBPPK_00332	CDS	957				hypothetical protein
NAHEBPPK_00333	CDS	1230				hypothetical protein
NAHEBPPK_00334	CDS	783				hypothetical protein
NAHEBPPK_00335	CDS	468	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
NAHEBPPK_00336	CDS	1773	pnbA_2	3.1.1.-	COG2272	Para-nitrobenzyl esterase
NAHEBPPK_00337	CDS	1107	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
NAHEBPPK_00338	CDS	996				hypothetical protein
NAHEBPPK_00339	CDS	450				hypothetical protein
NAHEBPPK_00340	CDS	2268	dap4	3.4.14.5		Dipeptidyl aminopeptidase 4
NAHEBPPK_00341	CDS	921				hypothetical protein
NAHEBPPK_00342	CDS	1665	ettA		COG0488	Energy-dependent translational throttle protein EttA
NAHEBPPK_00343	CDS	1602	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
NAHEBPPK_00344	CDS	1497	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
NAHEBPPK_00345	CDS	585	rplI		COG0359	50S ribosomal protein L9
NAHEBPPK_00346	CDS	258	rpsR		COG0238	30S ribosomal protein S18
NAHEBPPK_00347	CDS	342	rpsF		COG0360	30S ribosomal protein S6
NAHEBPPK_00348	CDS	948	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
NAHEBPPK_00349	CDS	738	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NAHEBPPK_00350	CDS	234	acpP_1		COG0236	Acyl carrier protein AcpP
NAHEBPPK_00351	CDS	1287	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
NAHEBPPK_00352	CDS	1044	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
NAHEBPPK_00353	CDS	888				hypothetical protein
NAHEBPPK_00354	CDS	654	gmk	2.7.4.8	COG0194	Guanylate kinase
NAHEBPPK_00355	CDS	831	rsmA	2.1.1.182		Ribosomal RNA small subunit methyltransferase A
NAHEBPPK_00356	CDS	1047	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
NAHEBPPK_00357	CDS	1236	surA	5.2.1.8		Chaperone SurA
NAHEBPPK_00358	CDS	2196	lptD			LPS-assembly protein LptD
NAHEBPPK_00359	CDS	606				hypothetical protein
NAHEBPPK_00360	CDS	1050				hypothetical protein
NAHEBPPK_00361	CDS	1113				hypothetical protein
NAHEBPPK_00362	CDS	621	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
NAHEBPPK_00363	CDS	714				hypothetical protein
NAHEBPPK_00364	CDS	1281	pyrC	3.5.2.3	COG0044	Dihydroorotase
NAHEBPPK_00365	CDS	948	pyrB	2.1.3.2		Aspartate carbamoyltransferase
NAHEBPPK_00366	CDS	927				hypothetical protein
NAHEBPPK_00367	CDS	456	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NAHEBPPK_00368	CDS	288	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
NAHEBPPK_00369	CDS	114				hypothetical protein
NAHEBPPK_00370	CDS	1140				hypothetical protein
NAHEBPPK_00371	CDS	384				hypothetical protein
NAHEBPPK_00372	CDS	444				hypothetical protein
