locus_tag	ftype	length_bp	gene	EC_number	COG	product
JHHNKHIK_00085	CDS	612	lolA			Outer-membrane lipoprotein carrier protein
JHHNKHIK_00086	CDS	1362	hmgA	1.13.11.5	COG3508	Homogentisate 1,2-dioxygenase
JHHNKHIK_00087	CDS	759	ribX_1			Riboflavin transport system permease protein RibX
JHHNKHIK_00088	CDS	801	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
JHHNKHIK_00089	CDS	1008	ribY_1		COG0715	Riboflavin-binding protein RibY
JHHNKHIK_00090	CDS	1953	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
JHHNKHIK_00091	CDS	969	nudC	3.6.1.22		NADH pyrophosphatase
JHHNKHIK_00092	CDS	474				hypothetical protein
JHHNKHIK_00093	CDS	846	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
JHHNKHIK_00094	CDS	510	cycM		COG3474	Cytochrome c-552
JHHNKHIK_00095	CDS	240				hypothetical protein
JHHNKHIK_00096	CDS	1908				hypothetical protein
JHHNKHIK_00097	CDS	1092	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
JHHNKHIK_00098	CDS	1101	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
JHHNKHIK_00099	CDS	1605	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
JHHNKHIK_00100	CDS	1236	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JHHNKHIK_00101	CDS	1356	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
JHHNKHIK_00102	CDS	750	fixK_1		COG0664	Nitrogen fixation regulation protein FixK
JHHNKHIK_00103	CDS	849				hypothetical protein
JHHNKHIK_00104	CDS	1602	fixN	1.9.3.1		Cytochrome c oxidase subunit 1 , bacteroid
JHHNKHIK_00105	CDS	726				hypothetical protein
JHHNKHIK_00106	CDS	192				hypothetical protein
JHHNKHIK_00107	CDS	891	ccoP		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP
JHHNKHIK_00108	CDS	1428				hypothetical protein
JHHNKHIK_00109	CDS	456				hypothetical protein
JHHNKHIK_00110	CDS	2184	pacS	7.2.2.8		putative copper-transporting ATPase PacS
JHHNKHIK_00111	CDS	159				hypothetical protein
JHHNKHIK_00112	CDS	1377				hypothetical protein
JHHNKHIK_00113	CDS	1248	yciC		COG0523	Putative metal chaperone YciC
JHHNKHIK_00114	CDS	303				hypothetical protein
JHHNKHIK_00115	CDS	654		1.11.1.15	COG0450	Peroxiredoxin
JHHNKHIK_00116	CDS	1461	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
JHHNKHIK_00117	CDS	897		3.8.1.3	COG0596	Fluoroacetate dehalogenase
JHHNKHIK_00118	CDS	903	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
JHHNKHIK_00119	CDS	741				hypothetical protein
JHHNKHIK_00120	CDS	450	rbfA			Ribosome-binding factor A
JHHNKHIK_00121	CDS	810	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
JHHNKHIK_00122	CDS	393				hypothetical protein
JHHNKHIK_00123	CDS	1353				hypothetical protein
JHHNKHIK_00124	CDS	357				hypothetical protein
JHHNKHIK_00125	CDS	1233				hypothetical protein
JHHNKHIK_00126	CDS	825	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JHHNKHIK_00127	CDS	1287				hypothetical protein
JHHNKHIK_00128	CDS	1077				hypothetical protein
JHHNKHIK_00129	CDS	375				hypothetical protein
JHHNKHIK_00130	CDS	987	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JHHNKHIK_00131	CDS	552				hypothetical protein
JHHNKHIK_00132	CDS	876	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
JHHNKHIK_00133	CDS	1971		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
JHHNKHIK_00134	CDS	1620				hypothetical protein
JHHNKHIK_00135	CDS	300				hypothetical protein
JHHNKHIK_00136	CDS	708	ompR_1			Transcriptional regulatory protein OmpR
JHHNKHIK_00137	tRNA	76				tRNA-Lys(ttt)
JHHNKHIK_00138	CDS	837	dapF	5.1.1.7		Diaminopimelate epimerase
JHHNKHIK_00139	CDS	1257	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
JHHNKHIK_00140	CDS	981	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
JHHNKHIK_00141	CDS	2385	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
JHHNKHIK_00142	CDS	1005	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
JHHNKHIK_00143	CDS	1215				hypothetical protein
JHHNKHIK_00144	CDS	246				hypothetical protein
JHHNKHIK_00145	CDS	1053	gntR_1			HTH-type transcriptional regulator GntR
JHHNKHIK_00146	tRNA	76				tRNA-Arg(cct)
JHHNKHIK_00147	CDS	1050	ccpA_1		COG1609	Catabolite control protein A
JHHNKHIK_00148	CDS	1893				hypothetical protein
JHHNKHIK_00149	CDS	2118				hypothetical protein
JHHNKHIK_00150	CDS	987	dppB_1		COG0601	Dipeptide transport system permease protein DppB
JHHNKHIK_00151	CDS	1203				hypothetical protein
JHHNKHIK_00152	CDS	1719	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
JHHNKHIK_00153	CDS	786	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
JHHNKHIK_00154	CDS	879	glxR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JHHNKHIK_00155	CDS	2118	bgaB	3.2.1.23		Beta-galactosidase bgaB
JHHNKHIK_00156	CDS	651				hypothetical protein
JHHNKHIK_00157	CDS	786				hypothetical protein
JHHNKHIK_00158	CDS	1074	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
JHHNKHIK_00159	CDS	729	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
JHHNKHIK_00160	CDS	1596	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
JHHNKHIK_00161	CDS	1158	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
JHHNKHIK_00162	CDS	399				hypothetical protein
JHHNKHIK_00163	CDS	219				hypothetical protein
JHHNKHIK_00164	CDS	240				hypothetical protein
JHHNKHIK_00165	CDS	189				hypothetical protein
JHHNKHIK_00166	CDS	717				IS110 family transposase ISRel9
JHHNKHIK_00167	CDS	399				IS110 family transposase ISMno20
JHHNKHIK_00168	CDS	798				IS110 family transposase ISAzs4
JHHNKHIK_00169	CDS	294				hypothetical protein
JHHNKHIK_00170	CDS	1278				hypothetical protein
JHHNKHIK_00171	CDS	624				hypothetical protein
JHHNKHIK_00172	CDS	1590				IS66 family transposase ISPye9
JHHNKHIK_00173	CDS	345				hypothetical protein
JHHNKHIK_00174	CDS	372				hypothetical protein
JHHNKHIK_00175	CDS	420				hypothetical protein
JHHNKHIK_00176	CDS	2031				hypothetical protein
JHHNKHIK_00177	CDS	339				hypothetical protein
JHHNKHIK_00178	CDS	126				hypothetical protein
JHHNKHIK_00179	CDS	426			COG3039	IS5 family transposase ISPye38
JHHNKHIK_00180	CDS	633	degU_1		COG2197	Transcriptional regulatory protein DegU
JHHNKHIK_00181	CDS	3429	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JHHNKHIK_00182	CDS	234				hypothetical protein
JHHNKHIK_00183	CDS	444				hypothetical protein
JHHNKHIK_00184	CDS	645				hypothetical protein
JHHNKHIK_00185	CDS	528				hypothetical protein
JHHNKHIK_00186	CDS	1623				hypothetical protein
JHHNKHIK_00187	CDS	651				hypothetical protein
JHHNKHIK_00188	CDS	753	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
JHHNKHIK_00189	CDS	702				hypothetical protein
JHHNKHIK_00190	CDS	738				hypothetical protein
JHHNKHIK_00191	CDS	600				hypothetical protein
JHHNKHIK_00192	CDS	762				hypothetical protein
JHHNKHIK_00193	CDS	633				hypothetical protein
JHHNKHIK_00194	CDS	1029				hypothetical protein
JHHNKHIK_00195	CDS	876				hypothetical protein
JHHNKHIK_00196	CDS	1080	zapE		COG1485	Cell division protein ZapE
JHHNKHIK_00197	CDS	534				hypothetical protein
JHHNKHIK_00198	CDS	1251				hypothetical protein
JHHNKHIK_00199	CDS	885	rbn_1	3.1.-.-	COG1234	Ribonuclease BN
JHHNKHIK_00200	CDS	1110				hypothetical protein
JHHNKHIK_00201	CDS	1170	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
JHHNKHIK_00202	CDS	714				hypothetical protein
JHHNKHIK_00203	CDS	1344	pbpC		COG4953	Penicillin-binding protein 1C
JHHNKHIK_00204	CDS	5418	yfhM		COG2373	Alpha-2-macroglobulin
JHHNKHIK_00205	CDS	2574	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
JHHNKHIK_00206	CDS	444	crtK-2		COG3476	Tryptophan-rich protein TspO
JHHNKHIK_00207	CDS	2058	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
JHHNKHIK_00208	CDS	288				hypothetical protein
JHHNKHIK_00209	CDS	534				hypothetical protein
JHHNKHIK_00210	CDS	1338				hypothetical protein
JHHNKHIK_00211	CDS	894	mepA	3.4.24.-		Penicillin-insensitive murein endopeptidase
JHHNKHIK_00212	CDS	903				hypothetical protein
JHHNKHIK_00213	CDS	618	yhhQ		COG1738	Queuosine precursor transporter
JHHNKHIK_00214	CDS	1206	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JHHNKHIK_00215	CDS	1350				hypothetical protein
JHHNKHIK_00216	CDS	195				hypothetical protein
JHHNKHIK_00217	CDS	690	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
JHHNKHIK_00218	CDS	1368				hypothetical protein
JHHNKHIK_00219	CDS	939				hypothetical protein
JHHNKHIK_00220	CDS	540				hypothetical protein
JHHNKHIK_00221	CDS	396				hypothetical protein
JHHNKHIK_00222	CDS	756		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
JHHNKHIK_00223	CDS	1266				hypothetical protein
JHHNKHIK_00224	CDS	282				hypothetical protein
JHHNKHIK_00225	CDS	2151				hypothetical protein
JHHNKHIK_00226	CDS	489				hypothetical protein
JHHNKHIK_00227	CDS	1053	crtD_1	1.3.99.27		Hydroxyneurosporene desaturase
JHHNKHIK_00228	CDS	528				hypothetical protein
JHHNKHIK_00229	CDS	792		3.5.2.20	COG1878	Isatin hydrolase
JHHNKHIK_00230	CDS	1572	crtN	1.3.8.2		4,4'-diapophytoene desaturase (4,4'-diapolycopene-forming)
JHHNKHIK_00231	CDS	1527	dppA_1		COG0747	Periplasmic dipeptide transport protein
JHHNKHIK_00232	CDS	1008	dppB_2		COG0601	Dipeptide transport system permease protein DppB
JHHNKHIK_00233	CDS	864	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
JHHNKHIK_00234	CDS	849	ddpD		COG0444	putative D,D-dipeptide transport ATP-binding protein DdpD
JHHNKHIK_00235	CDS	804	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
JHHNKHIK_00236	CDS	2637	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
JHHNKHIK_00237	CDS	1833				hypothetical protein
JHHNKHIK_00238	CDS	1092				hypothetical protein
JHHNKHIK_00239	CDS	1038				hypothetical protein
JHHNKHIK_00240	CDS	456				hypothetical protein
JHHNKHIK_00241	CDS	351				hypothetical protein
JHHNKHIK_00242	CDS	738				hypothetical protein
JHHNKHIK_00243	CDS	558				hypothetical protein
JHHNKHIK_00244	CDS	420				hypothetical protein
JHHNKHIK_00245	CDS	330				hypothetical protein
JHHNKHIK_00246	CDS	816	soxA_1	2.8.5.2		L-cysteine S-thiosulfotransferase subunit SoxA
JHHNKHIK_00247	CDS	612				hypothetical protein
JHHNKHIK_00248	CDS	1692				hypothetical protein
JHHNKHIK_00249	CDS	1272				hypothetical protein
JHHNKHIK_00250	CDS	1086				hypothetical protein
JHHNKHIK_00251	CDS	702				hypothetical protein
JHHNKHIK_00252	CDS	1266	fccB_1	1.8.2.3	COG0446	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
JHHNKHIK_00253	CDS	912				hypothetical protein
JHHNKHIK_00254	CDS	942				hypothetical protein
JHHNKHIK_00255	CDS	1065				hypothetical protein
JHHNKHIK_00256	CDS	435				hypothetical protein
JHHNKHIK_00257	CDS	105				hypothetical protein
JHHNKHIK_00258	CDS	1005	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
JHHNKHIK_00259	CDS	1410				hypothetical protein
JHHNKHIK_00260	CDS	450	nsrR_1		COG1959	HTH-type transcriptional repressor NsrR
JHHNKHIK_00261	CDS	633	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
JHHNKHIK_00262	CDS	930	oxyR_1			Hydrogen peroxide-inducible genes activator
JHHNKHIK_00263	CDS	666		1.11.1.15	COG0450	Peroxiredoxin
JHHNKHIK_00264	CDS	873	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
JHHNKHIK_00265	CDS	2091				hypothetical protein
JHHNKHIK_00266	CDS	1461	hutI	3.5.2.7		Imidazolonepropionase
JHHNKHIK_00267	CDS	738				hypothetical protein
JHHNKHIK_00268	CDS	690				hypothetical protein
JHHNKHIK_00269	CDS	471				hypothetical protein
JHHNKHIK_00270	CDS	423				hypothetical protein
JHHNKHIK_00271	CDS	3204				hypothetical protein
JHHNKHIK_00272	CDS	939				hypothetical protein
JHHNKHIK_00273	CDS	1791				hypothetical protein
JHHNKHIK_00274	CDS	2172				hypothetical protein
JHHNKHIK_00275	CDS	1083				hypothetical protein
JHHNKHIK_00276	CDS	372				hypothetical protein
JHHNKHIK_00277	CDS	948		1.1.1.215	COG1052	2-ketogluconate reductase
JHHNKHIK_00278	CDS	762	gno	1.1.1.-		Gluconate 5-dehydrogenase
JHHNKHIK_00279	CDS	951	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JHHNKHIK_00280	CDS	1713	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
JHHNKHIK_00281	CDS	1041				hypothetical protein
JHHNKHIK_00282	CDS	153				hypothetical protein
JHHNKHIK_00283	CDS	615				hypothetical protein
JHHNKHIK_00284	CDS	615				hypothetical protein
JHHNKHIK_00285	CDS	1005				hypothetical protein
JHHNKHIK_00286	CDS	471	greA		COG0782	Transcription elongation factor GreA
JHHNKHIK_00287	CDS	1644		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
JHHNKHIK_00288	CDS	1719	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
JHHNKHIK_00289	CDS	873	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
JHHNKHIK_00290	CDS	711				hypothetical protein
JHHNKHIK_00291	CDS	699	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
JHHNKHIK_00292	CDS	1053				hypothetical protein
JHHNKHIK_00293	CDS	207	rpsU		COG0828	30S ribosomal protein S21
JHHNKHIK_00294	CDS	813				hypothetical protein
JHHNKHIK_00295	CDS	990	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
JHHNKHIK_00296	CDS	747				hypothetical protein
JHHNKHIK_00297	CDS	648				hypothetical protein
JHHNKHIK_00298	CDS	753				hypothetical protein
JHHNKHIK_00299	CDS	597	recR		COG0353	Recombination protein RecR
JHHNKHIK_00300	CDS	345	ybaB		COG0718	Nucleoid-associated protein YbaB
JHHNKHIK_00301	CDS	582				hypothetical protein
JHHNKHIK_00302	CDS	567				hypothetical protein
JHHNKHIK_00303	CDS	537				hypothetical protein
JHHNKHIK_00304	CDS	1104				hypothetical protein
JHHNKHIK_00305	CDS	300				hypothetical protein
JHHNKHIK_00306	CDS	231	tusA		COG0425	Sulfur carrier protein TusA
JHHNKHIK_00307	CDS	489		1.11.1.15		Peroxiredoxin
JHHNKHIK_00308	CDS	1206	thcD	1.18.1.-		Rhodocoxin reductase
JHHNKHIK_00309	CDS	576	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
JHHNKHIK_00310	CDS	648	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
JHHNKHIK_00311	CDS	1302				hypothetical protein
JHHNKHIK_00312	CDS	1149		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
JHHNKHIK_00313	CDS	756	cinA			Putative competence-damage inducible protein
JHHNKHIK_00314	CDS	570				hypothetical protein
JHHNKHIK_00315	CDS	1008	pal_2			Peptidoglycan-associated lipoprotein
JHHNKHIK_00316	CDS	906	pgrR_1			HTH-type transcriptional regulator PgrR
JHHNKHIK_00317	CDS	1254	dinB	2.7.7.7	COG0389	DNA polymerase IV
JHHNKHIK_00318	CDS	1155	dnaJ		COG0484	Chaperone protein DnaJ
JHHNKHIK_00319	CDS	1905	dnaK			Chaperone protein DnaK
JHHNKHIK_00320	CDS	1122				hypothetical protein
JHHNKHIK_00321	CDS	822				hypothetical protein
JHHNKHIK_00322	CDS	714	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
JHHNKHIK_00323	CDS	93				hypothetical protein
JHHNKHIK_00324	CDS	900	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JHHNKHIK_00325	CDS	1062				hypothetical protein
JHHNKHIK_00326	CDS	1092				hypothetical protein
JHHNKHIK_00327	CDS	1698				hypothetical protein
JHHNKHIK_00328	CDS	1386				hypothetical protein
JHHNKHIK_00329	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
JHHNKHIK_00330	CDS	585	yvyD		COG1544	Ribosome hibernation promotion factor
JHHNKHIK_00331	CDS	762	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JHHNKHIK_00332	CDS	510	lptA			Lipopolysaccharide export system protein LptA
JHHNKHIK_00333	CDS	609				hypothetical protein
JHHNKHIK_00334	CDS	618	rnd_1	3.1.13.5		Ribonuclease D
JHHNKHIK_00335	tRNA	85				tRNA-Leu(cag)
JHHNKHIK_00336	CDS	987				hypothetical protein
JHHNKHIK_00337	CDS	807	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
JHHNKHIK_00338	CDS	1437	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
JHHNKHIK_00339	CDS	750				hypothetical protein
JHHNKHIK_00340	CDS	387				hypothetical protein
JHHNKHIK_00341	CDS	444				hypothetical protein
JHHNKHIK_00342	CDS	4539	gltB	1.4.1.13		Glutamate synthase [NADPH] large chain
JHHNKHIK_00343	CDS	828	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
JHHNKHIK_00344	CDS	1344	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
JHHNKHIK_00345	CDS	1506				hypothetical protein
JHHNKHIK_00346	CDS	747	linX_1	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
JHHNKHIK_00347	CDS	612	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
JHHNKHIK_00348	CDS	282				hypothetical protein
JHHNKHIK_00349	CDS	840	ndhF_1	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
JHHNKHIK_00350	CDS	2727	mop	1.2.99.7		Aldehyde oxidoreductase
JHHNKHIK_00351	CDS	1458	Hnr	1.3.7.1		6-hydroxynicotinate reductase
JHHNKHIK_00352	CDS	837				hypothetical protein
JHHNKHIK_00353	CDS	600				hypothetical protein
JHHNKHIK_00354	CDS	1350				hypothetical protein
JHHNKHIK_00355	CDS	1272				hypothetical protein
JHHNKHIK_00356	CDS	879	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
JHHNKHIK_00357	CDS	936				hypothetical protein
JHHNKHIK_00358	CDS	738	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
JHHNKHIK_00359	CDS	696	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
JHHNKHIK_00360	CDS	2040	apc3_1	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
JHHNKHIK_00361	CDS	1683				hypothetical protein
JHHNKHIK_00362	CDS	1041	thiB		COG4143	Thiamine-binding periplasmic protein
JHHNKHIK_00363	CDS	1521				hypothetical protein
JHHNKHIK_00364	CDS	732	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JHHNKHIK_00365	CDS	321				hypothetical protein
JHHNKHIK_00366	CDS	786				hypothetical protein
JHHNKHIK_00367	CDS	513				hypothetical protein
JHHNKHIK_00368	CDS	876	fdhD_1		COG1526	Sulfur carrier protein FdhD
JHHNKHIK_00369	CDS	2178				hypothetical protein
JHHNKHIK_00370	CDS	972				hypothetical protein
JHHNKHIK_00371	CDS	1335	dctD_1			C4-dicarboxylate transport transcriptional regulatory protein DctD
JHHNKHIK_00372	CDS	1833	dctB_1	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
JHHNKHIK_00373	CDS	435	nicR		COG1846	HTH-type transcriptional repressor NicR
JHHNKHIK_00374	CDS	435	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
JHHNKHIK_00375	CDS	771				hypothetical protein
JHHNKHIK_00376	CDS	201				hypothetical protein
JHHNKHIK_00377	CDS	744	pxpB_2	3.5.2.9	COG2049	5-oxoprolinase subunit B
JHHNKHIK_00378	CDS	1017	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
JHHNKHIK_00379	CDS	789	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
