locus_tag	ftype	length_bp	gene	EC_number	COG	product
GHOGCMKG_00066	CDS	1494	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GHOGCMKG_00067	CDS	4785	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
GHOGCMKG_00068	CDS	423	rcp1_1			Response regulator rcp1
GHOGCMKG_00069	CDS	585	nhaP_1			K(+)/H(+) antiporter NhaP
GHOGCMKG_00070	CDS	882	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
GHOGCMKG_00071	CDS	1428			COG2308	putative protein
GHOGCMKG_00072	CDS	981			COG2307	putative protein
GHOGCMKG_00073	CDS	744				hypothetical protein
GHOGCMKG_00074	CDS	867				hypothetical protein
GHOGCMKG_00075	CDS	777				hypothetical protein
GHOGCMKG_00076	CDS	1218				hypothetical protein
GHOGCMKG_00077	CDS	1098				hypothetical protein
GHOGCMKG_00078	CDS	669	cusR_1		COG0745	Transcriptional regulatory protein CusR
GHOGCMKG_00079	CDS	1380	rssA	2.7.13.3		Swarming motility regulation sensor protein RssA
GHOGCMKG_00080	CDS	4323	mdtC_1			Multidrug resistance protein MdtC
GHOGCMKG_00081	CDS	1158				hypothetical protein
GHOGCMKG_00082	CDS	1110				hypothetical protein
GHOGCMKG_00083	CDS	414				hypothetical protein
GHOGCMKG_00084	CDS	579				hypothetical protein
GHOGCMKG_00085	CDS	837				hypothetical protein
GHOGCMKG_00086	CDS	1878	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
GHOGCMKG_00087	CDS	444				hypothetical protein
GHOGCMKG_00088	CDS	351				hypothetical protein
GHOGCMKG_00089	CDS	387				hypothetical protein
GHOGCMKG_00090	CDS	621	pglD_1	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
GHOGCMKG_00091	CDS	1215				hypothetical protein
GHOGCMKG_00092	CDS	114				hypothetical protein
GHOGCMKG_00093	CDS	114				hypothetical protein
GHOGCMKG_00094	CDS	114				hypothetical protein
GHOGCMKG_00095	CDS	237				hypothetical protein
GHOGCMKG_00096	CDS	852				hypothetical protein
GHOGCMKG_00097	CDS	297			COG2852	putative protein
GHOGCMKG_00098	CDS	237				hypothetical protein
GHOGCMKG_00099	CDS	1170				hypothetical protein
GHOGCMKG_00100	CDS	1005	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
GHOGCMKG_00101	CDS	360				hypothetical protein
GHOGCMKG_00102	CDS	1077	vioA	2.6.1.33		dTDP-4-amino-4,6-dideoxy-D-glucose transaminase
GHOGCMKG_00103	CDS	609	pglD_2	2.3.1.203	COG0110	UDP-N-acetylbacillosamine N-acetyltransferase
GHOGCMKG_00104	CDS	861				hypothetical protein
GHOGCMKG_00105	CDS	348				hypothetical protein
GHOGCMKG_00106	CDS	114				hypothetical protein
GHOGCMKG_00107	CDS	447				hypothetical protein
GHOGCMKG_00108	CDS	177				hypothetical protein
GHOGCMKG_00109	CDS	1260	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GHOGCMKG_00110	CDS	1164				hypothetical protein
GHOGCMKG_00111	CDS	1839	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
GHOGCMKG_00112	CDS	1104				hypothetical protein
GHOGCMKG_00113	CDS	1119	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
GHOGCMKG_00114	CDS	978				hypothetical protein
GHOGCMKG_00115	CDS	873				hypothetical protein
GHOGCMKG_00116	CDS	885				hypothetical protein
GHOGCMKG_00117	CDS	549	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
GHOGCMKG_00118	CDS	891				hypothetical protein
GHOGCMKG_00119	CDS	1182	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
GHOGCMKG_00120	CDS	1632	fmt_1	2.1.2.9		Methionyl-tRNA formyltransferase
GHOGCMKG_00121	CDS	1092	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
GHOGCMKG_00122	CDS	1227				hypothetical protein
GHOGCMKG_00123	CDS	177				hypothetical protein
GHOGCMKG_00124	CDS	933				hypothetical protein
GHOGCMKG_00125	CDS	210				hypothetical protein
GHOGCMKG_00126	CDS	141				hypothetical protein
GHOGCMKG_00127	CDS	897				IS1595 family transposase ISAal1
GHOGCMKG_00128	CDS	963				hypothetical protein
GHOGCMKG_00129	CDS	201				hypothetical protein
GHOGCMKG_00130	CDS	129				hypothetical protein
GHOGCMKG_00131	CDS	1176				hypothetical protein
GHOGCMKG_00132	CDS	504				hypothetical protein
GHOGCMKG_00133	CDS	372			COG2852	putative protein
GHOGCMKG_00134	CDS	237				hypothetical protein
GHOGCMKG_00135	CDS	1857				hypothetical protein
GHOGCMKG_00136	CDS	606				hypothetical protein
GHOGCMKG_00137	CDS	1917	resA_1			Thiol-disulfide oxidoreductase ResA
GHOGCMKG_00138	CDS	3186				TonB-dependent receptor P39
GHOGCMKG_00139	CDS	1320				hypothetical protein
GHOGCMKG_00140	CDS	273				hypothetical protein
GHOGCMKG_00141	CDS	399				hypothetical protein
GHOGCMKG_00142	CDS	165				hypothetical protein
GHOGCMKG_00143	CDS	1113				hypothetical protein
GHOGCMKG_00144	CDS	729	lytR_2		COG3279	Sensory transduction protein LytR
GHOGCMKG_00145	CDS	2601				hypothetical protein
GHOGCMKG_00146	CDS	747				hypothetical protein
GHOGCMKG_00147	CDS	444				hypothetical protein
GHOGCMKG_00148	CDS	231				hypothetical protein
GHOGCMKG_00149	CDS	252				hypothetical protein
GHOGCMKG_00150	CDS	156				hypothetical protein
GHOGCMKG_00151	CDS	1212				hypothetical protein
GHOGCMKG_00152	CDS	477				hypothetical protein
GHOGCMKG_00153	CDS	984				hypothetical protein
GHOGCMKG_00154	CDS	1191				hypothetical protein
GHOGCMKG_00155	CDS	645				hypothetical protein
GHOGCMKG_00156	CDS	1008				hypothetical protein
GHOGCMKG_00157	CDS	114				hypothetical protein
GHOGCMKG_00158	CDS	444				hypothetical protein
GHOGCMKG_00159	CDS	1275	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
GHOGCMKG_00160	CDS	621	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
GHOGCMKG_00161	CDS	1020				hypothetical protein
GHOGCMKG_00162	CDS	3459				TonB-dependent receptor P3
GHOGCMKG_00163	CDS	1464				SusD-like protein P2
GHOGCMKG_00164	CDS	1464				hypothetical protein
GHOGCMKG_00165	CDS	1476				hypothetical protein
GHOGCMKG_00166	CDS	1206	mntH_1		COG1914	Divalent metal cation transporter MntH
GHOGCMKG_00167	CDS	1017				hypothetical protein
GHOGCMKG_00168	CDS	1065				hypothetical protein
GHOGCMKG_00169	CDS	270				hypothetical protein
GHOGCMKG_00170	CDS	1686				hypothetical protein
GHOGCMKG_00171	CDS	249				hypothetical protein
GHOGCMKG_00172	CDS	939				hypothetical protein
GHOGCMKG_00173	CDS	714				hypothetical protein
GHOGCMKG_00174	CDS	2463				hypothetical protein
GHOGCMKG_00175	CDS	726	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GHOGCMKG_00176	CDS	831				hypothetical protein
GHOGCMKG_00177	CDS	738	btsR_1		COG3279	Transcriptional regulatory protein BtsR
GHOGCMKG_00178	CDS	732				hypothetical protein
GHOGCMKG_00179	CDS	645				hypothetical protein
GHOGCMKG_00180	CDS	171				hypothetical protein
GHOGCMKG_00181	CDS	1461				hypothetical protein
GHOGCMKG_00182	CDS	9006				hypothetical protein
GHOGCMKG_00183	CDS	300				hypothetical protein
GHOGCMKG_00184	CDS	120				hypothetical protein
GHOGCMKG_00185	CDS	144				hypothetical protein
GHOGCMKG_00186	CDS	282	yjdJ		COG2388	putative protein YjdJ
GHOGCMKG_00187	CDS	252				hypothetical protein
GHOGCMKG_00188	CDS	423				hypothetical protein
GHOGCMKG_00189	CDS	474				hypothetical protein
GHOGCMKG_00190	CDS	576				hypothetical protein
GHOGCMKG_00191	CDS	840				hypothetical protein
GHOGCMKG_00192	CDS	2451				hypothetical protein
GHOGCMKG_00193	CDS	1305	adiC_1		COG0531	Arginine/agmatine antiporter
GHOGCMKG_00194	CDS	864				hypothetical protein
GHOGCMKG_00195	CDS	378				hypothetical protein
GHOGCMKG_00196	CDS	2559		7.2.2.10		Calcium-transporting ATPase 1
GHOGCMKG_00197	CDS	540				hypothetical protein
GHOGCMKG_00198	CDS	1788	lepA	3.6.5.-		Elongation factor 4
GHOGCMKG_00199	CDS	372				hypothetical protein
GHOGCMKG_00200	CDS	885	folD			Bifunctional protein FolD protein
GHOGCMKG_00201	tRNA	85				tRNA-Leu(gag)
GHOGCMKG_00202	CDS	543				hypothetical protein
GHOGCMKG_00203	CDS	2499	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
GHOGCMKG_00204	CDS	1419	zraR_1		COG2204	Transcriptional regulatory protein ZraR
GHOGCMKG_00205	CDS	318				hypothetical protein
GHOGCMKG_00206	CDS	1932	purF	2.4.2.14		Amidophosphoribosyltransferase
GHOGCMKG_00207	CDS	1053	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
GHOGCMKG_00208	CDS	795				hypothetical protein
GHOGCMKG_00209	CDS	525				hypothetical protein
GHOGCMKG_00210	CDS	2730	valS	6.1.1.9	COG0525	Valine--tRNA ligase
GHOGCMKG_00211	CDS	1146			COG1373	putative protein
GHOGCMKG_00212	CDS	1380				hypothetical protein
GHOGCMKG_00213	CDS	2979				TonB-dependent receptor P3
GHOGCMKG_00214	CDS	1845				hypothetical protein
GHOGCMKG_00215	CDS	642				hypothetical protein
GHOGCMKG_00216	CDS	1884	cocE	3.1.1.84		Cocaine esterase
GHOGCMKG_00217	CDS	1269				hypothetical protein
GHOGCMKG_00218	CDS	1506				hypothetical protein
GHOGCMKG_00219	CDS	741				hypothetical protein
GHOGCMKG_00220	CDS	1521	atsA_1	3.1.6.1	COG3119	Arylsulfatase
GHOGCMKG_00221	CDS	897				hypothetical protein
GHOGCMKG_00222	CDS	714				hypothetical protein
GHOGCMKG_00223	CDS	666	prmB	1.18.1.-	COG0543	Propane 2-monooxygenase, reductase component
GHOGCMKG_00224	CDS	1245				hypothetical protein
GHOGCMKG_00225	CDS	741				hypothetical protein
GHOGCMKG_00226	CDS	327				hypothetical protein
GHOGCMKG_00227	CDS	243				hypothetical protein
GHOGCMKG_00228	CDS	615				hypothetical protein
GHOGCMKG_00229	CDS	663				hypothetical protein
GHOGCMKG_00230	CDS	354				hypothetical protein
GHOGCMKG_00231	CDS	1158			COG2382	Endo-1,4-beta-xylanase/feruloyl esterase
GHOGCMKG_00232	CDS	114				hypothetical protein
GHOGCMKG_00233	CDS	1194	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
GHOGCMKG_00234	CDS	816				hypothetical protein
GHOGCMKG_00235	CDS	1428	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
GHOGCMKG_00236	CDS	1836				hypothetical protein
GHOGCMKG_00237	CDS	315				hypothetical protein
GHOGCMKG_00238	CDS	915	glsA2	3.5.1.2	COG2066	Glutaminase 2
GHOGCMKG_00239	CDS	849		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
GHOGCMKG_00240	CDS	1008	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
GHOGCMKG_00241	CDS	573				hypothetical protein
GHOGCMKG_00242	CDS	1932	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
GHOGCMKG_00243	CDS	1329				hypothetical protein
GHOGCMKG_00244	CDS	681				hypothetical protein
GHOGCMKG_00245	CDS	414				hypothetical protein
GHOGCMKG_00246	CDS	696				hypothetical protein
GHOGCMKG_00247	CDS	387				hypothetical protein
GHOGCMKG_00248	CDS	969	nanM	5.1.3.24		N-acetylneuraminate epimerase
GHOGCMKG_00249	CDS	165				hypothetical protein
GHOGCMKG_00250	CDS	849	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
GHOGCMKG_00251	CDS	1149	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GHOGCMKG_00252	CDS	825	pheA			Bifunctional chorismate mutase/prephenate dehydratase
GHOGCMKG_00253	CDS	1233	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GHOGCMKG_00254	CDS	1035	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
GHOGCMKG_00255	CDS	1098	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
GHOGCMKG_00256	CDS	1263				hypothetical protein
GHOGCMKG_00257	CDS	1704	lysS	6.1.1.6		Lysine--tRNA ligase
GHOGCMKG_00258	CDS	738				hypothetical protein
GHOGCMKG_00259	CDS	1215	arcA	3.5.3.6		Arginine deiminase
GHOGCMKG_00260	CDS	2733	lptD_1			LPS-assembly protein LptD
GHOGCMKG_00261	CDS	801	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
GHOGCMKG_00262	CDS	1617	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
GHOGCMKG_00263	CDS	846				hypothetical protein
GHOGCMKG_00264	CDS	579				hypothetical protein
GHOGCMKG_00265	CDS	630				hypothetical protein
GHOGCMKG_00266	CDS	921	pkwA	2.7.11.1		putative serine/threonine-protein kinase PkwA
GHOGCMKG_00267	CDS	1068				hypothetical protein
GHOGCMKG_00268	CDS	366	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
GHOGCMKG_00269	CDS	456				hypothetical protein
GHOGCMKG_00270	CDS	429				hypothetical protein
GHOGCMKG_00271	CDS	813		1.14.11.57		L-proline trans-4-hydroxylase
GHOGCMKG_00272	CDS	1185	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GHOGCMKG_00273	CDS	1446	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
GHOGCMKG_00274	CDS	360				hypothetical protein
GHOGCMKG_00275	CDS	1449	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
GHOGCMKG_00276	CDS	1482	potE_1			Putrescine transporter PotE
GHOGCMKG_00277	CDS	846	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
GHOGCMKG_00278	CDS	1239	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
GHOGCMKG_00279	CDS	1197	ackA	2.7.2.1	COG0282	Acetate kinase
GHOGCMKG_00280	CDS	1014			COG3385	IS4 family transposase ISPg4
GHOGCMKG_00281	CDS	450				hypothetical protein
GHOGCMKG_00282	CDS	867	mneP		COG0053	Manganese efflux system protein MneP
GHOGCMKG_00283	CDS	918		2.4.-.-		putative glycosyltransferase
GHOGCMKG_00284	CDS	684	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
GHOGCMKG_00285	CDS	1185	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
GHOGCMKG_00286	CDS	1503				hypothetical protein
GHOGCMKG_00287	CDS	1554				hypothetical protein
GHOGCMKG_00288	CDS	495				hypothetical protein
GHOGCMKG_00289	CDS	315	iscA		COG0316	Iron-binding protein IscA
GHOGCMKG_00290	CDS	522				hypothetical protein
GHOGCMKG_00291	CDS	411				hypothetical protein
GHOGCMKG_00292	CDS	621				hypothetical protein
GHOGCMKG_00293	CDS	720				hypothetical protein
GHOGCMKG_00294	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
GHOGCMKG_00295	CDS	1482		3.1.6.-		Ulvan-active sulfatase
GHOGCMKG_00296	CDS	345				hypothetical protein
GHOGCMKG_00297	CDS	258				hypothetical protein
GHOGCMKG_00298	CDS	1029	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
GHOGCMKG_00299	CDS	402	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
GHOGCMKG_00300	CDS	327			COG0316	Protein
GHOGCMKG_00301	CDS	1095	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
GHOGCMKG_00302	CDS	711	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
GHOGCMKG_00303	CDS	237				hypothetical protein
GHOGCMKG_00304	CDS	1092				hypothetical protein
GHOGCMKG_00305	CDS	237				hypothetical protein
GHOGCMKG_00306	CDS	807				hypothetical protein
GHOGCMKG_00307	CDS	759	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
GHOGCMKG_00308	CDS	345	ypjD		COG1694	putative protein YpjD
GHOGCMKG_00309	CDS	1560				hypothetical protein
GHOGCMKG_00310	CDS	372				hypothetical protein
GHOGCMKG_00311	CDS	1269	cefD_1	5.1.1.17	COG0520	Isopenicillin N epimerase
GHOGCMKG_00312	CDS	1491	modF		COG1119	ABC transporter ATP-binding protein ModF
GHOGCMKG_00313	CDS	378				hypothetical protein
GHOGCMKG_00314	CDS	1407	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
GHOGCMKG_00315	CDS	813		1.-.-.-		putative oxidoreductase
GHOGCMKG_00316	CDS	3888				hypothetical protein
GHOGCMKG_00317	CDS	336				hypothetical protein
GHOGCMKG_00318	CDS	1302				hypothetical protein
GHOGCMKG_00319	CDS	771				hypothetical protein
GHOGCMKG_00320	CDS	735				hypothetical protein
GHOGCMKG_00321	CDS	2946			COG0247	putative protein
GHOGCMKG_00322	CDS	417				hypothetical protein
GHOGCMKG_00323	CDS	267				hypothetical protein
GHOGCMKG_00324	CDS	2523	priA	3.6.4.-		primosomal protein N'
GHOGCMKG_00325	CDS	2025				hypothetical protein
GHOGCMKG_00326	CDS	906				hypothetical protein
GHOGCMKG_00327	CDS	135				hypothetical protein
GHOGCMKG_00328	CDS	489				hypothetical protein
GHOGCMKG_00329	CDS	579				hypothetical protein
GHOGCMKG_00330	CDS	429				hypothetical protein
GHOGCMKG_00331	CDS	390				hypothetical protein
GHOGCMKG_00332	CDS	2004	tolB_1			Tol-Pal system protein TolB
GHOGCMKG_00333	CDS	171				hypothetical protein
GHOGCMKG_00334	CDS	1308				hypothetical protein
GHOGCMKG_00335	CDS	2193	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
GHOGCMKG_00336	CDS	291				hypothetical protein
GHOGCMKG_00337	CDS	2616				hypothetical protein
GHOGCMKG_00338	CDS	834				hypothetical protein
GHOGCMKG_00339	CDS	534				hypothetical protein
GHOGCMKG_00340	CDS	447				hypothetical protein
GHOGCMKG_00341	CDS	636				hypothetical protein
GHOGCMKG_00342	CDS	516				hypothetical protein
GHOGCMKG_00343	CDS	5376				hypothetical protein
GHOGCMKG_00344	CDS	402				hypothetical protein
GHOGCMKG_00345	CDS	315				hypothetical protein
GHOGCMKG_00346	tRNA	75				tRNA-Pro(ggg)
GHOGCMKG_00347	tRNA	90				tRNA-Ser(gct)
GHOGCMKG_00348	CDS	285				hypothetical protein
GHOGCMKG_00349	CDS	1302				hypothetical protein
GHOGCMKG_00350	CDS	456				hypothetical protein
GHOGCMKG_00351	CDS	1461				hypothetical protein
GHOGCMKG_00352	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
GHOGCMKG_00353	CDS	2178	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
GHOGCMKG_00354	CDS	969	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
GHOGCMKG_00355	CDS	1077	algA_1		COG0662	Alginate biosynthesis protein AlgA
GHOGCMKG_00356	CDS	777		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
GHOGCMKG_00357	CDS	1236				hypothetical protein
GHOGCMKG_00358	CDS	777	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
GHOGCMKG_00359	CDS	2985				hypothetical protein
GHOGCMKG_00360	CDS	321	trxA_1		COG0526	Thioredoxin
GHOGCMKG_00361	CDS	1425	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
GHOGCMKG_00362	CDS	1416				hypothetical protein
GHOGCMKG_00363	CDS	582				hypothetical protein
GHOGCMKG_00364	CDS	1020				IS110 family transposase ISGka2
GHOGCMKG_00365	CDS	492				hypothetical protein
GHOGCMKG_00366	CDS	1170	ybjJ			Inner membrane protein YbjJ
GHOGCMKG_00367	CDS	714				hypothetical protein
GHOGCMKG_00368	CDS	870				hypothetical protein
GHOGCMKG_00369	CDS	1353				hypothetical protein
GHOGCMKG_00370	CDS	987				hypothetical protein
GHOGCMKG_00371	CDS	1185	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
GHOGCMKG_00372	CDS	261				hypothetical protein
GHOGCMKG_00373	CDS	195	csp_1			Cold shock protein
GHOGCMKG_00374	CDS	996	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
GHOGCMKG_00375	CDS	432				hypothetical protein
GHOGCMKG_00376	CDS	408				hypothetical protein
GHOGCMKG_00377	CDS	606				hypothetical protein
GHOGCMKG_00378	CDS	198				hypothetical protein
GHOGCMKG_00379	CDS	1080	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
GHOGCMKG_00380	CDS	603				hypothetical protein
GHOGCMKG_00381	CDS	126				hypothetical protein
GHOGCMKG_00382	CDS	2661				hypothetical protein
GHOGCMKG_00383	CDS	507				hypothetical protein
GHOGCMKG_00384	CDS	1353	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
GHOGCMKG_00385	CDS	1389	algB		COG2204	Alginate biosynthesis transcriptional regulatory protein AlgB
GHOGCMKG_00386	CDS	1251				hypothetical protein
GHOGCMKG_00387	CDS	699	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
GHOGCMKG_00388	CDS	393				hypothetical protein
GHOGCMKG_00389	CDS	2361				hypothetical protein
GHOGCMKG_00390	CDS	2382				hypothetical protein
GHOGCMKG_00391	CDS	2421				hypothetical protein
GHOGCMKG_00392	CDS	693				hypothetical protein
GHOGCMKG_00393	CDS	2418				hypothetical protein
GHOGCMKG_00394	CDS	2427				hypothetical protein
GHOGCMKG_00395	CDS	282				hypothetical protein
GHOGCMKG_00396	CDS	987				hypothetical protein
GHOGCMKG_00397	CDS	1158				hypothetical protein
GHOGCMKG_00398	CDS	657				hypothetical protein
GHOGCMKG_00399	CDS	1740				hypothetical protein
GHOGCMKG_00400	CDS	2454				hypothetical protein
GHOGCMKG_00401	CDS	2445				hypothetical protein
GHOGCMKG_00402	CDS	2418				hypothetical protein
