locus_tag	ftype	length_bp	gene	EC_number	COG	product
LENODDMK_00058	CDS	1371	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
LENODDMK_00059	CDS	1155	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
LENODDMK_00060	CDS	963	gfo	1.1.99.28		Glucose--fructose oxidoreductase
LENODDMK_00061	CDS	630	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
LENODDMK_00062	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
LENODDMK_00063	CDS	1047	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LENODDMK_00064	CDS	1527	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LENODDMK_00065	CDS	1047	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
LENODDMK_00066	CDS	228				hypothetical protein
LENODDMK_00067	CDS	726	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
LENODDMK_00068	CDS	588	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
LENODDMK_00069	CDS	1092	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
LENODDMK_00070	CDS	2292	putA_1		COG0506	Bifunctional protein PutA
LENODDMK_00071	CDS	855	putA_2		COG0506	Bifunctional protein PutA
LENODDMK_00072	CDS	1881	nrdZ	1.17.4.1		Vitamin B12-dependent ribonucleoside-diphosphate reductase
LENODDMK_00073	CDS	918				hypothetical protein
LENODDMK_00074	CDS	1158	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
LENODDMK_00075	CDS	957	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
LENODDMK_00076	CDS	972	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LENODDMK_00077	CDS	345	tonB		COG0810	Protein TonB
LENODDMK_00078	CDS	2493	divL	2.7.13.3		Sensor protein DivL
LENODDMK_00079	CDS	1812	caiC	6.2.1.48		Crotonobetaine/carnitine--CoA ligase
LENODDMK_00080	CDS	636				hypothetical protein
LENODDMK_00081	CDS	1341				hypothetical protein
LENODDMK_00082	CDS	444				hypothetical protein
LENODDMK_00083	CDS	132				hypothetical protein
LENODDMK_00084	CDS	1149	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
LENODDMK_00085	CDS	1596	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
LENODDMK_00086	CDS	1209				hypothetical protein
LENODDMK_00087	CDS	714				hypothetical protein
LENODDMK_00088	CDS	1686	cydD		COG4988	ATP-binding/permease protein CydD
LENODDMK_00089	CDS	1734			COG1132	putative ABC transporter ATP-binding/permease protein
LENODDMK_00090	CDS	237				hypothetical protein
LENODDMK_00091	CDS	1002	dcd	3.5.4.13		dCTP deaminase, dUMP-forming
LENODDMK_00092	CDS	393	apaG		COG2967	Protein ApaG
LENODDMK_00093	CDS	1455	trkI		COG0168	Trk system potassium uptake protein TrkI
LENODDMK_00094	CDS	1320	ktrB		COG0168	Ktr system potassium uptake protein B
LENODDMK_00095	CDS	969	hslO		COG1281	33 kDa chaperonin
LENODDMK_00096	CDS	1185	aruC	2.6.1.11	COG4992	Succinylornithine transaminase/acetylornithine aminotransferase
LENODDMK_00097	CDS	846	yadH		COG0842	Inner membrane transport permease YadH
LENODDMK_00098	CDS	558				hypothetical protein
LENODDMK_00099	CDS	687	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
LENODDMK_00100	CDS	717	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
LENODDMK_00101	CDS	816	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
LENODDMK_00102	CDS	1740				hypothetical protein
LENODDMK_00103	CDS	1704				hypothetical protein
LENODDMK_00104	CDS	1422	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
LENODDMK_00105	CDS	1353	oprM		COG1538	Outer membrane protein OprM
LENODDMK_00106	CDS	1281	mdtA_1			Multidrug resistance protein MdtA
LENODDMK_00107	CDS	3210	mexB		COG0841	Multidrug resistance protein MexB
LENODDMK_00108	CDS	1986	pepO	3.4.24.-	COG3590	Neutral endopeptidase
LENODDMK_00109	CDS	114				hypothetical protein
LENODDMK_00110	CDS	129				hypothetical protein
LENODDMK_00111	CDS	132				hypothetical protein
LENODDMK_00112	CDS	129				hypothetical protein
LENODDMK_00113	CDS	315				hypothetical protein
LENODDMK_00114	CDS	321				hypothetical protein
LENODDMK_00115	CDS	1008	yrbG_1		COG0530	Inner membrane protein YrbG
LENODDMK_00116	CDS	207				hypothetical protein
LENODDMK_00117	CDS	873	dpgD	4.2.1.17		Enoyl-CoA-hydratase
LENODDMK_00118	CDS	480				hypothetical protein
LENODDMK_00119	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
LENODDMK_00120	CDS	585				hypothetical protein
LENODDMK_00121	CDS	600	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
LENODDMK_00122	CDS	621	rplY		COG1825	50S ribosomal protein L25
LENODDMK_00123	CDS	933	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
LENODDMK_00124	CDS	1137				hypothetical protein
LENODDMK_00125	CDS	900	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
LENODDMK_00126	CDS	306				hypothetical protein
LENODDMK_00127	CDS	498				hypothetical protein
LENODDMK_00128	CDS	861	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LENODDMK_00129	CDS	1314	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LENODDMK_00130	CDS	720	ompR			Transcriptional regulatory protein OmpR
LENODDMK_00131	CDS	1395				hypothetical protein
LENODDMK_00132	CDS	576	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LENODDMK_00133	CDS	1911	uvrC		COG0322	UvrABC system protein C
LENODDMK_00134	CDS	420	folX	5.1.99.7	COG1539	Dihydroneopterin triphosphate 2'-epimerase
LENODDMK_00135	CDS	348				hypothetical protein
LENODDMK_00136	CDS	387				hypothetical protein
LENODDMK_00137	CDS	777		1.1.1.47	COG1028	Glucose 1-dehydrogenase
LENODDMK_00138	CDS	816				hypothetical protein
LENODDMK_00139	CDS	1245	bcr			Bicyclomycin resistance protein
LENODDMK_00140	CDS	1452				hypothetical protein
LENODDMK_00141	CDS	987	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
LENODDMK_00142	CDS	1500				hypothetical protein
LENODDMK_00143	CDS	531	apt	2.4.2.7		Adenine phosphoribosyltransferase
LENODDMK_00144	CDS	885	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
LENODDMK_00145	CDS	609	coaE_1	2.7.1.24	COG0237	Dephospho-CoA kinase
LENODDMK_00146	CDS	804	fbcH_1		COG1290	Cytochrome b/c1
LENODDMK_00147	CDS	1287	fbcH_2		COG1290	Cytochrome b/c1
LENODDMK_00148	CDS	618	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
LENODDMK_00149	CDS	501				hypothetical protein
LENODDMK_00150	CDS	591	yxaF_1			putative HTH-type transcriptional regulator YxaF
LENODDMK_00151	CDS	1449				hypothetical protein
LENODDMK_00152	CDS	909	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
LENODDMK_00153	CDS	1491				hypothetical protein
LENODDMK_00154	CDS	1242	cca	2.7.7.72		CCA-adding enzyme
LENODDMK_00155	CDS	315				hypothetical protein
LENODDMK_00156	CDS	633	nudL	3.6.1.-		putative Nudix hydrolase NudL
LENODDMK_00157	CDS	576				hypothetical protein
LENODDMK_00158	CDS	999				hypothetical protein
LENODDMK_00159	CDS	900				hypothetical protein
LENODDMK_00160	CDS	2766				hypothetical protein
LENODDMK_00161	CDS	2055				hypothetical protein
LENODDMK_00162	CDS	1353				hypothetical protein
LENODDMK_00163	CDS	567				hypothetical protein
LENODDMK_00164	CDS	675				hypothetical protein
LENODDMK_00165	CDS	909	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
LENODDMK_00166	CDS	954				hypothetical protein
LENODDMK_00167	CDS	627				hypothetical protein
LENODDMK_00168	CDS	246				hypothetical protein
LENODDMK_00169	CDS	1080				hypothetical protein
LENODDMK_00170	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
LENODDMK_00171	CDS	606	yceI_1		COG2353	Protein YceI
LENODDMK_00172	CDS	750	etfB			Electron transfer flavoprotein subunit beta
LENODDMK_00173	CDS	942	etfA		COG2025	Electron transfer flavoprotein subunit alpha
LENODDMK_00174	CDS	477				hypothetical protein
LENODDMK_00175	CDS	498				hypothetical protein
LENODDMK_00176	CDS	516				hypothetical protein
LENODDMK_00177	CDS	609	resA			Thiol-disulfide oxidoreductase ResA
LENODDMK_00178	CDS	1428	argH	4.3.2.1	COG0165	Argininosuccinate lyase
LENODDMK_00179	CDS	216				hypothetical protein
LENODDMK_00180	CDS	2448				hypothetical protein
LENODDMK_00181	CDS	768				hypothetical protein
LENODDMK_00182	CDS	723	ftsE		COG2884	Cell division ATP-binding protein FtsE
LENODDMK_00183	CDS	888				hypothetical protein
LENODDMK_00184	CDS	588				hypothetical protein
LENODDMK_00185	CDS	729				hypothetical protein
LENODDMK_00186	CDS	1125				hypothetical protein
LENODDMK_00187	CDS	1089	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
LENODDMK_00188	CDS	780				hypothetical protein
LENODDMK_00189	CDS	765	gloB_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
LENODDMK_00190	CDS	453				hypothetical protein
LENODDMK_00191	CDS	729				hypothetical protein
LENODDMK_00192	CDS	723	phaB	1.1.1.36		Acetoacetyl-CoA reductase
LENODDMK_00193	CDS	582				hypothetical protein
LENODDMK_00194	CDS	312				hypothetical protein
LENODDMK_00195	CDS	504				hypothetical protein
LENODDMK_00196	CDS	735	rgtE_1	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
LENODDMK_00197	CDS	1710	arnT_1	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
LENODDMK_00198	CDS	921	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
LENODDMK_00199	CDS	936				hypothetical protein
LENODDMK_00200	CDS	315	yidD			Putative membrane protein insertion efficiency factor
LENODDMK_00201	CDS	450				hypothetical protein
LENODDMK_00202	CDS	1398	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
LENODDMK_00203	CDS	636	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
LENODDMK_00204	CDS	1839	sppA_1	3.4.21.-	COG0616	Protease 4
LENODDMK_00205	CDS	1716	pld	3.1.4.4		Phospholipase D
LENODDMK_00206	CDS	2328	btuB_1			Vitamin B12 transporter BtuB
LENODDMK_00207	CDS	1002	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
LENODDMK_00208	CDS	888	panS_1		COG0385	Pantothenate precursors transporter PanS
LENODDMK_00209	CDS	1677				hypothetical protein
LENODDMK_00210	CDS	132				hypothetical protein
LENODDMK_00211	CDS	540	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
LENODDMK_00212	CDS	888	rpoH_1		COG0568	RNA polymerase sigma factor RpoH
LENODDMK_00213	CDS	723				hypothetical protein
LENODDMK_00214	CDS	1044				hypothetical protein
LENODDMK_00215	CDS	1350				hypothetical protein
LENODDMK_00216	CDS	414				hypothetical protein
LENODDMK_00217	CDS	834	yddE	5.1.-.-	COG0384	putative isomerase YddE
LENODDMK_00218	CDS	543				hypothetical protein
LENODDMK_00219	CDS	1617				hypothetical protein
LENODDMK_00220	CDS	1059	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
LENODDMK_00221	CDS	1212	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
LENODDMK_00222	CDS	537	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
LENODDMK_00223	CDS	597				hypothetical protein
LENODDMK_00224	CDS	897				hypothetical protein
LENODDMK_00225	CDS	174				hypothetical protein
LENODDMK_00226	CDS	390				hypothetical protein
LENODDMK_00227	CDS	558				hypothetical protein
LENODDMK_00228	CDS	861	hdfR			HTH-type transcriptional regulator HdfR
LENODDMK_00229	CDS	795				hypothetical protein
LENODDMK_00230	CDS	774		1.-.-.-		putative oxidoreductase
LENODDMK_00231	CDS	561				hypothetical protein
LENODDMK_00232	CDS	885	iaaA_1	3.4.19.5	COG1446	Isoaspartyl peptidase
LENODDMK_00233	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
LENODDMK_00234	CDS	627	yvyD		COG1544	Ribosome hibernation promotion factor
LENODDMK_00235	CDS	1500	rpoN2		COG1508	RNA polymerase sigma-54 factor 2
LENODDMK_00236	CDS	735	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
LENODDMK_00237	CDS	585	lptA			Lipopolysaccharide export system protein LptA
LENODDMK_00238	CDS	669				hypothetical protein
LENODDMK_00239	CDS	615	rnd_1	3.1.13.5		Ribonuclease D
LENODDMK_00240	CDS	696				hypothetical protein
LENODDMK_00241	CDS	390				hypothetical protein
LENODDMK_00242	CDS	1029				hypothetical protein
LENODDMK_00243	tRNA	87				tRNA-Leu(cag)
LENODDMK_00244	CDS	963				hypothetical protein
LENODDMK_00245	CDS	810	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
LENODDMK_00246	CDS	939	oxyR			Hydrogen peroxide-inducible genes activator
LENODDMK_00247	CDS	555	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
LENODDMK_00248	CDS	534	ahpD	1.11.1.15	COG2128	Alkyl hydroperoxide reductase AhpD
LENODDMK_00249	CDS	1284				hypothetical protein
LENODDMK_00250	CDS	318				hypothetical protein
LENODDMK_00251	CDS	1314	gltP_1		COG1301	Proton/glutamate-aspartate symporter
LENODDMK_00252	CDS	324				hypothetical protein
LENODDMK_00253	CDS	777				hypothetical protein
LENODDMK_00254	CDS	957	gshB_1	6.3.2.3	COG0189	Glutathione synthetase
LENODDMK_00255	CDS	1344	haeIIIM	2.1.1.37		Modification methylase HaeIII
LENODDMK_00256	CDS	792				hypothetical protein
LENODDMK_00257	CDS	1416	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
LENODDMK_00258	CDS	1536	ffh		COG0541	Signal recognition particle protein
LENODDMK_00259	CDS	459				hypothetical protein
LENODDMK_00260	CDS	351				hypothetical protein
LENODDMK_00261	CDS	525	rimM		COG0806	Ribosome maturation factor RimM
LENODDMK_00262	CDS	657				hypothetical protein
LENODDMK_00263	CDS	753				hypothetical protein
LENODDMK_00264	CDS	741				hypothetical protein
LENODDMK_00265	CDS	702	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
LENODDMK_00266	CDS	384	rplS		COG0335	50S ribosomal protein L19
LENODDMK_00267	CDS	1242				hypothetical protein
LENODDMK_00268	CDS	1191				hypothetical protein
LENODDMK_00269	CDS	492				hypothetical protein
LENODDMK_00270	CDS	1461				hypothetical protein
LENODDMK_00271	CDS	354				hypothetical protein
LENODDMK_00272	CDS	597				hypothetical protein
LENODDMK_00273	CDS	957	htpX_1	3.4.24.-	COG0501	Protease HtpX 
LENODDMK_00274	CDS	159				hypothetical protein
LENODDMK_00275	CDS	477				hypothetical protein
LENODDMK_00276	CDS	303				hypothetical protein
LENODDMK_00277	CDS	1308	fpgS	6.3.2.17		Folylpolyglutamate synthase
LENODDMK_00278	CDS	879	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
LENODDMK_00279	CDS	795	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
LENODDMK_00280	CDS	1212	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
LENODDMK_00281	CDS	765				hypothetical protein
LENODDMK_00282	CDS	1218	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
LENODDMK_00283	CDS	768				hypothetical protein
LENODDMK_00284	CDS	1329	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
LENODDMK_00285	CDS	675	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
LENODDMK_00286	CDS	1743	fzlC			FtsZ-localized protein C
LENODDMK_00287	CDS	1596	purH		COG0138	Bifunctional purine biosynthesis protein PurH
LENODDMK_00288	CDS	1392				hypothetical protein
LENODDMK_00289	CDS	873				hypothetical protein
LENODDMK_00290	CDS	606				hypothetical protein
LENODDMK_00291	CDS	1530	alsT		COG1115	Amino-acid carrier protein AlsT
LENODDMK_00292	CDS	825				hypothetical protein
LENODDMK_00293	CDS	444				hypothetical protein
LENODDMK_00294	CDS	978	bioB	2.8.1.6	COG0502	Biotin synthase
LENODDMK_00295	CDS	1266	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
LENODDMK_00296	CDS	1140	proB	2.7.2.11	COG0263	Glutamate 5-kinase
LENODDMK_00297	CDS	1818	uup		COG0488	ABC transporter ATP-binding protein uup
LENODDMK_00298	CDS	1416				hypothetical protein
LENODDMK_00299	CDS	1503	ethA	1.14.13.-	COG2072	FAD-containing monooxygenase EthA
LENODDMK_00300	CDS	1725				hypothetical protein
LENODDMK_00301	CDS	2691	leuS	6.1.1.4		Leucine--tRNA ligase
LENODDMK_00302	CDS	579	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
LENODDMK_00303	CDS	1434	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
LENODDMK_00304	CDS	975	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
LENODDMK_00305	CDS	1602	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
LENODDMK_00306	CDS	261				hypothetical protein
LENODDMK_00307	CDS	1698	ilvG_1	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
LENODDMK_00308	CDS	1017	ilvC_1	1.1.1.86		Ketol-acid reductoisomerase (NADP(+))
LENODDMK_00309	CDS	141				hypothetical protein
LENODDMK_00310	CDS	147				hypothetical protein
LENODDMK_00311	CDS	1782	pyrH_1			Uridylate kinase
LENODDMK_00312	CDS	975	thrB	2.7.1.39		Homoserine kinase
LENODDMK_00313	CDS	1308	thrC	4.2.3.1	COG0498	Threonine synthase
LENODDMK_00314	CDS	1689	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LENODDMK_00315	CDS	1083				hypothetical protein
LENODDMK_00316	CDS	951	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
LENODDMK_00317	CDS	1920			COG3653	putative protein
LENODDMK_00318	CDS	696				hypothetical protein
LENODDMK_00319	CDS	1137	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
LENODDMK_00320	CDS	918	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
LENODDMK_00321	CDS	774	bluF			Blue light- and temperature-regulated antirepressor BluF
LENODDMK_00322	CDS	1170				hypothetical protein
LENODDMK_00323	CDS	1761	gshAB	6.3.2.3		Glutathione biosynthesis bifunctional protein GshAB
LENODDMK_00324	CDS	1773	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
LENODDMK_00325	CDS	186				hypothetical protein
LENODDMK_00326	CDS	339				hypothetical protein
LENODDMK_00327	CDS	753				hypothetical protein
LENODDMK_00328	CDS	435				hypothetical protein
LENODDMK_00329	CDS	174				hypothetical protein
LENODDMK_00330	CDS	771	phyR_1			Phyllosphere-induced regulator PhyR
LENODDMK_00331	CDS	213				hypothetical protein
LENODDMK_00332	CDS	624	ecfG_1			ECF RNA polymerase sigma factor EcfG
LENODDMK_00333	CDS	1755				hypothetical protein
LENODDMK_00334	CDS	615				hypothetical protein
LENODDMK_00335	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
LENODDMK_00336	CDS	1353				hypothetical protein
LENODDMK_00337	CDS	1557	dag	3.5.1.82		N-acyl-D-glutamate deacylase
LENODDMK_00338	CDS	1095				hypothetical protein
LENODDMK_00339	CDS	1041				hypothetical protein
LENODDMK_00340	CDS	1017	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
LENODDMK_00341	CDS	1995	dap_1	3.4.11.19		D-aminopeptidase
LENODDMK_00342	CDS	2214	fyuA_1		COG1629	Pesticin receptor
LENODDMK_00343	CDS	657				hypothetical protein
LENODDMK_00344	CDS	213				hypothetical protein
LENODDMK_00345	CDS	264				hypothetical protein
LENODDMK_00346	CDS	801				hypothetical protein
LENODDMK_00347	tRNA	90				tRNA-Ser(cga)
LENODDMK_00348	CDS	642				hypothetical protein
LENODDMK_00349	CDS	270	rpmA		COG0211	50S ribosomal protein L27
LENODDMK_00350	CDS	561				hypothetical protein
LENODDMK_00351	CDS	1059	cgtA	3.6.5.-		GTPase Obg/CgtA
LENODDMK_00352	CDS	621	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
LENODDMK_00353	CDS	1014	egtD	2.1.1.44	COG4301	Histidine N-alpha-methyltransferase
LENODDMK_00354	CDS	231	rsfS			Ribosomal silencing factor RsfS
LENODDMK_00355	CDS	468	rlmH	2.1.1.177		Ribosomal RNA large subunit methyltransferase H
LENODDMK_00356	CDS	1212	envC		COG4942	Murein hydrolase activator EnvC
LENODDMK_00357	CDS	1314				hypothetical protein
LENODDMK_00358	CDS	1161				hypothetical protein
LENODDMK_00359	CDS	495	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
LENODDMK_00360	CDS	408	atpC		COG0355	ATP synthase epsilon chain
LENODDMK_00361	CDS	207				hypothetical protein
LENODDMK_00362	CDS	1440	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
LENODDMK_00363	CDS	885	atpG		COG0224	ATP synthase gamma chain
LENODDMK_00364	CDS	1536	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
LENODDMK_00365	CDS	561	atpH		COG0712	ATP synthase subunit delta
LENODDMK_00366	CDS	255				hypothetical protein
LENODDMK_00367	CDS	2190	priA	3.6.4.-	COG1198	Primosomal protein N'
LENODDMK_00368	CDS	702				hypothetical protein
LENODDMK_00369	CDS	939	xerC		COG4974	Tyrosine recombinase XerC
LENODDMK_00370	CDS	630				hypothetical protein
LENODDMK_00371	CDS	297				hypothetical protein
LENODDMK_00372	CDS	1518	sdcS			Sodium-dependent dicarboxylate transporter SdcS
LENODDMK_00373	CDS	234				hypothetical protein
LENODDMK_00374	CDS	975	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
