locus_tag	ftype	length_bp	gene	EC_number	COG	product
KPHNEHLD_00050	CDS	288				hypothetical protein
KPHNEHLD_00051	CDS	1014				hypothetical protein
KPHNEHLD_00052	CDS	747				hypothetical protein
KPHNEHLD_00053	CDS	747				hypothetical protein
KPHNEHLD_00054	CDS	333				hypothetical protein
KPHNEHLD_00055	CDS	531				hypothetical protein
KPHNEHLD_00056	CDS	1350				hypothetical protein
KPHNEHLD_00057	CDS	294				hypothetical protein
KPHNEHLD_00058	CDS	1281				hypothetical protein
KPHNEHLD_00059	CDS	741	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
KPHNEHLD_00060	CDS	1329				hypothetical protein
KPHNEHLD_00061	CDS	528				hypothetical protein
KPHNEHLD_00062	CDS	699				hypothetical protein
KPHNEHLD_00063	CDS	603				hypothetical protein
KPHNEHLD_00064	CDS	504				hypothetical protein
KPHNEHLD_00065	CDS	216				hypothetical protein
KPHNEHLD_00066	CDS	1041				hypothetical protein
KPHNEHLD_00067	CDS	498				hypothetical protein
KPHNEHLD_00068	CDS	345				hypothetical protein
KPHNEHLD_00069	CDS	117				hypothetical protein
KPHNEHLD_00070	CDS	2580				hypothetical protein
KPHNEHLD_00071	CDS	1812				hypothetical protein
KPHNEHLD_00072	CDS	444				hypothetical protein
KPHNEHLD_00073	CDS	798				hypothetical protein
KPHNEHLD_00074	CDS	963				hypothetical protein
KPHNEHLD_00075	CDS	1674				hypothetical protein
KPHNEHLD_00076	CDS	276				hypothetical protein
KPHNEHLD_00077	CDS	102				hypothetical protein
KPHNEHLD_00078	CDS	906				hypothetical protein
KPHNEHLD_00079	CDS	324				hypothetical protein
KPHNEHLD_00080	CDS	486				hypothetical protein
KPHNEHLD_00081	CDS	435				hypothetical protein
KPHNEHLD_00082	CDS	225				hypothetical protein
KPHNEHLD_00083	CDS	228				hypothetical protein
KPHNEHLD_00084	CDS	186				hypothetical protein
KPHNEHLD_00085	CDS	747				hypothetical protein
KPHNEHLD_00086	CDS	588				hypothetical protein
KPHNEHLD_00087	CDS	1659	qacA_1		COG0477	Antiseptic resistance protein
KPHNEHLD_00088	CDS	969				hypothetical protein
KPHNEHLD_00089	CDS	1560				hypothetical protein
KPHNEHLD_00090	CDS	876				hypothetical protein
KPHNEHLD_00091	CDS	354				hypothetical protein
KPHNEHLD_00092	CDS	1875	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
KPHNEHLD_00093	CDS	2277				hypothetical protein
KPHNEHLD_00094	CDS	543	shbA			ECF RNA polymerase sigma factor ShbA
KPHNEHLD_00095	CDS	597				hypothetical protein
KPHNEHLD_00096	CDS	651				hypothetical protein
KPHNEHLD_00097	CDS	591				hypothetical protein
KPHNEHLD_00098	CDS	636				hypothetical protein
KPHNEHLD_00099	CDS	2022	mrdA_1	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
KPHNEHLD_00100	CDS	1359	bglA_1	3.2.1.21		Beta-glucosidase A
KPHNEHLD_00101	CDS	456				hypothetical protein
KPHNEHLD_00102	CDS	1308				hypothetical protein
KPHNEHLD_00103	CDS	495				hypothetical protein
KPHNEHLD_00104	CDS	1125	ord_1	1.4.1.26		2,4-diaminopentanoate dehydrogenase
KPHNEHLD_00105	CDS	987		1.-.-.-	COG0667	putative oxidoreductase
KPHNEHLD_00106	CDS	2325				hypothetical protein
KPHNEHLD_00107	CDS	2403				hypothetical protein
KPHNEHLD_00108	CDS	1383				hypothetical protein
KPHNEHLD_00109	CDS	147				hypothetical protein
KPHNEHLD_00110	CDS	1947				hypothetical protein
KPHNEHLD_00111	CDS	2457				hypothetical protein
KPHNEHLD_00112	CDS	927				hypothetical protein
KPHNEHLD_00113	tRNA	87				tRNA-Leu(cag)
KPHNEHLD_00114	CDS	2142				hypothetical protein
KPHNEHLD_00115	CDS	660				hypothetical protein
KPHNEHLD_00116	CDS	456	fhaB		COG1716	FHA domain-containing protein FhaB
KPHNEHLD_00117	CDS	1389				hypothetical protein
KPHNEHLD_00118	CDS	1320	rodA		COG0772	putative FtsW-like protein
KPHNEHLD_00119	CDS	1527	pbpA		COG0768	Penicillin-binding protein A
KPHNEHLD_00120	CDS	1563	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
KPHNEHLD_00121	CDS	591	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
KPHNEHLD_00122	CDS	393				hypothetical protein
KPHNEHLD_00123	CDS	306				hypothetical protein
KPHNEHLD_00124	CDS	1194	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
KPHNEHLD_00125	CDS	1776		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
KPHNEHLD_00126	CDS	1464				hypothetical protein
KPHNEHLD_00127	CDS	492				hypothetical protein
KPHNEHLD_00128	CDS	1008	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
KPHNEHLD_00129	CDS	282				hypothetical protein
KPHNEHLD_00130	CDS	405	vapC9	3.1.-.-	COG4113	Ribonuclease VapC9
KPHNEHLD_00131	CDS	1200				hypothetical protein
KPHNEHLD_00132	CDS	1446				hypothetical protein
KPHNEHLD_00133	CDS	1242	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
KPHNEHLD_00134	CDS	924	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
KPHNEHLD_00135	CDS	1539	mdtD_1			Putative multidrug resistance protein MdtD
KPHNEHLD_00136	CDS	405				hypothetical protein
KPHNEHLD_00137	CDS	393	cbiX	4.99.1.3	COG2138	Sirohydrochlorin cobaltochelatase
KPHNEHLD_00138	CDS	186				hypothetical protein
KPHNEHLD_00139	CDS	2772				hypothetical protein
KPHNEHLD_00140	CDS	867				hypothetical protein
KPHNEHLD_00141	CDS	720	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
KPHNEHLD_00142	CDS	1383				hypothetical protein
KPHNEHLD_00143	CDS	729	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
KPHNEHLD_00144	CDS	840	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KPHNEHLD_00145	CDS	978				hypothetical protein
KPHNEHLD_00146	CDS	1362				hypothetical protein
KPHNEHLD_00147	CDS	438				hypothetical protein
KPHNEHLD_00148	CDS	996	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
KPHNEHLD_00149	CDS	960	mku		COG1273	Non-homologous end joining protein Ku
KPHNEHLD_00150	CDS	447				hypothetical protein
KPHNEHLD_00151	CDS	1308	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
KPHNEHLD_00152	CDS	798	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
KPHNEHLD_00153	CDS	978	pheA	4.2.1.51	COG0077	Prephenate dehydratase
KPHNEHLD_00154	CDS	1014				hypothetical protein
KPHNEHLD_00155	CDS	321	spoIIAA_1			Anti-sigma F factor antagonist
KPHNEHLD_00156	CDS	1203				hypothetical protein
KPHNEHLD_00157	CDS	2037	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
KPHNEHLD_00158	CDS	189				hypothetical protein
KPHNEHLD_00159	CDS	408				hypothetical protein
KPHNEHLD_00160	CDS	750	sigF_1		COG1191	RNA polymerase sigma factor SigF
KPHNEHLD_00161	CDS	669	nreC		COG2197	Oxygen regulatory protein NreC
KPHNEHLD_00162	CDS	345				hypothetical protein
KPHNEHLD_00163	CDS	282				hypothetical protein
KPHNEHLD_00164	CDS	1476				hypothetical protein
KPHNEHLD_00165	CDS	909				hypothetical protein
KPHNEHLD_00166	CDS	381				hypothetical protein
KPHNEHLD_00167	CDS	489				hypothetical protein
KPHNEHLD_00168	CDS	1317				hypothetical protein
KPHNEHLD_00169	tRNA	88				tRNA-Ser(tga)
KPHNEHLD_00170	tRNA	91				tRNA-Ser(gct)
KPHNEHLD_00171	CDS	1101				hypothetical protein
KPHNEHLD_00172	CDS	465				hypothetical protein
KPHNEHLD_00173	CDS	813	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
KPHNEHLD_00174	CDS	945				hypothetical protein
KPHNEHLD_00175	CDS	2598	pvdQ	3.5.1.97	COG2366	Acyl-homoserine lactone acylase PvdQ
KPHNEHLD_00176	CDS	204				hypothetical protein
KPHNEHLD_00177	CDS	543				hypothetical protein
KPHNEHLD_00178	CDS	2715				hypothetical protein
KPHNEHLD_00179	CDS	1290				hypothetical protein
KPHNEHLD_00180	CDS	1305				hypothetical protein
KPHNEHLD_00181	CDS	693				hypothetical protein
KPHNEHLD_00182	CDS	567				hypothetical protein
KPHNEHLD_00183	CDS	423				hypothetical protein
KPHNEHLD_00184	CDS	765				hypothetical protein
KPHNEHLD_00185	CDS	741				hypothetical protein
KPHNEHLD_00186	CDS	297				hypothetical protein
KPHNEHLD_00187	CDS	1350				hypothetical protein
KPHNEHLD_00188	CDS	1014	btuF_1			Vitamin B12-binding protein
KPHNEHLD_00189	CDS	1155	btuC			Vitamin B12 import system permease protein BtuC
KPHNEHLD_00190	CDS	846	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
KPHNEHLD_00191	CDS	2028				hypothetical protein
KPHNEHLD_00192	CDS	663	pbsA1	1.14.14.18		Heme oxygenase 1
KPHNEHLD_00193	CDS	978				hypothetical protein
KPHNEHLD_00194	CDS	417				hypothetical protein
KPHNEHLD_00195	CDS	1611				hypothetical protein
KPHNEHLD_00196	CDS	297				hypothetical protein
KPHNEHLD_00197	CDS	444	ptp	3.1.3.48		Low molecular weight protein-tyrosine-phosphatase Ptp
KPHNEHLD_00198	CDS	813	rlmB_1	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
KPHNEHLD_00199	tRNA	73				tRNA-Gly(ccc)
KPHNEHLD_00200	CDS	507				hypothetical protein
KPHNEHLD_00201	CDS	837				hypothetical protein
KPHNEHLD_00202	CDS	483				hypothetical protein
KPHNEHLD_00203	CDS	1620				hypothetical protein
KPHNEHLD_00204	CDS	2070				hypothetical protein
KPHNEHLD_00205	CDS	576				hypothetical protein
KPHNEHLD_00206	CDS	804				hypothetical protein
KPHNEHLD_00207	CDS	2703				hypothetical protein
KPHNEHLD_00208	CDS	936				hypothetical protein
KPHNEHLD_00209	CDS	513				hypothetical protein
KPHNEHLD_00210	CDS	1551				hypothetical protein
KPHNEHLD_00211	CDS	573	dcd	3.5.4.30	COG0717	dCTP deaminase, dUMP-forming
KPHNEHLD_00212	CDS	927				hypothetical protein
KPHNEHLD_00213	CDS	963				hypothetical protein
KPHNEHLD_00214	CDS	4320				hypothetical protein
KPHNEHLD_00215	CDS	2289				hypothetical protein
KPHNEHLD_00216	CDS	429				hypothetical protein
KPHNEHLD_00217	CDS	2223		1.18.-.-	COG0247	EtfAB:quinone oxidoreductase
KPHNEHLD_00218	CDS	774				hypothetical protein
KPHNEHLD_00219	CDS	438			COG0664	Cyclic nucleotide-gated potassium channel
KPHNEHLD_00220	CDS	768	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
KPHNEHLD_00221	CDS	1116				hypothetical protein
KPHNEHLD_00222	CDS	822	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
KPHNEHLD_00223	CDS	1581				hypothetical protein
KPHNEHLD_00224	CDS	516				hypothetical protein
KPHNEHLD_00225	CDS	1860	dnaK		COG0443	Chaperone protein DnaK
KPHNEHLD_00226	CDS	579	grpE			Protein GrpE
KPHNEHLD_00227	CDS	1134	dnaJ1		COG0484	Chaperone protein DnaJ 1
KPHNEHLD_00228	CDS	384				hypothetical protein
KPHNEHLD_00229	CDS	2136				hypothetical protein
KPHNEHLD_00230	CDS	2106				hypothetical protein
KPHNEHLD_00231	CDS	891				hypothetical protein
KPHNEHLD_00232	CDS	2247				hypothetical protein
KPHNEHLD_00233	CDS	687				hypothetical protein
KPHNEHLD_00234	CDS	2499	clpB		COG0542	Chaperone protein ClpB
KPHNEHLD_00235	CDS	1839				hypothetical protein
KPHNEHLD_00236	CDS	96				hypothetical protein
KPHNEHLD_00237	CDS	318				hypothetical protein
KPHNEHLD_00238	CDS	228				hypothetical protein
KPHNEHLD_00239	CDS	582				hypothetical protein
KPHNEHLD_00240	CDS	456				hypothetical protein
KPHNEHLD_00241	CDS	735				hypothetical protein
KPHNEHLD_00242	CDS	1365	xseA_1	3.1.11.6		Exodeoxyribonuclease 7 large subunit
KPHNEHLD_00243	CDS	1614				hypothetical protein
KPHNEHLD_00244	CDS	504				hypothetical protein
KPHNEHLD_00245	CDS	1437				hypothetical protein
KPHNEHLD_00246	CDS	618				hypothetical protein
KPHNEHLD_00247	CDS	564	rpoE_1			ECF RNA polymerase sigma-E factor
KPHNEHLD_00248	CDS	2472	malT			HTH-type transcriptional regulator MalT
KPHNEHLD_00249	CDS	195				hypothetical protein
KPHNEHLD_00250	CDS	1128	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
KPHNEHLD_00251	CDS	1332				hypothetical protein
KPHNEHLD_00252	CDS	567				hypothetical protein
KPHNEHLD_00253	CDS	2136				hypothetical protein
KPHNEHLD_00254	CDS	204				hypothetical protein
KPHNEHLD_00255	CDS	2043				hypothetical protein
KPHNEHLD_00256	CDS	1437				hypothetical protein
KPHNEHLD_00257	CDS	732				hypothetical protein
KPHNEHLD_00258	CDS	1143				hypothetical protein
KPHNEHLD_00259	CDS	810				hypothetical protein
KPHNEHLD_00260	CDS	1224				hypothetical protein
KPHNEHLD_00261	CDS	1584	bamB_1			Outer membrane protein assembly factor BamB
KPHNEHLD_00262	CDS	2568				hypothetical protein
KPHNEHLD_00263	CDS	771	bceA		COG1136	Bacitracin export ATP-binding protein BceA
KPHNEHLD_00264	CDS	1347	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
KPHNEHLD_00265	CDS	1239	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
KPHNEHLD_00266	CDS	462	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KPHNEHLD_00267	CDS	405				hypothetical protein
KPHNEHLD_00268	CDS	1422	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
KPHNEHLD_00269	CDS	897	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
KPHNEHLD_00270	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
KPHNEHLD_00271	CDS	675	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
KPHNEHLD_00272	CDS	387				hypothetical protein
KPHNEHLD_00273	CDS	1050	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
KPHNEHLD_00274	CDS	795	modB		COG4149	Molybdenum transport system permease protein ModB
KPHNEHLD_00275	CDS	822	modA		COG0725	Molybdate-binding protein ModA
KPHNEHLD_00276	CDS	435				hypothetical protein
KPHNEHLD_00277	CDS	2232	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
KPHNEHLD_00278	CDS	1398				hypothetical protein
KPHNEHLD_00279	CDS	1368				hypothetical protein
KPHNEHLD_00280	CDS	615	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
KPHNEHLD_00281	CDS	2310	dusB	1.3.1.-		tRNA-dihydrouridine synthase B
KPHNEHLD_00282	CDS	657				hypothetical protein
KPHNEHLD_00283	CDS	1623	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
KPHNEHLD_00284	CDS	1032	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
KPHNEHLD_00285	CDS	384				hypothetical protein
KPHNEHLD_00286	CDS	801	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KPHNEHLD_00287	CDS	222				hypothetical protein
KPHNEHLD_00288	CDS	1431		1.1.1.38		NAD-dependent malic enzyme
KPHNEHLD_00289	CDS	741	gph_1	3.1.3.18		Phosphoglycolate phosphatase
KPHNEHLD_00290	CDS	879	mlhB	3.1.1.83		Monoterpene epsilon-lactone hydrolase
KPHNEHLD_00291	CDS	1929	hapE	1.14.13.84		4-hydroxyacetophenone monooxygenase
KPHNEHLD_00292	CDS	1371	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
KPHNEHLD_00293	CDS	1110	acr3		COG0798	Arsenical-resistance protein Acr3
KPHNEHLD_00294	CDS	597				hypothetical protein
KPHNEHLD_00295	CDS	1044	ord_2	1.4.1.26		2,4-diaminopentanoate dehydrogenase
KPHNEHLD_00296	CDS	744				hypothetical protein
KPHNEHLD_00297	CDS	684	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
KPHNEHLD_00298	CDS	741				hypothetical protein
KPHNEHLD_00299	CDS	1197		1.14.15.28		Steroid C26-monooxygenase
KPHNEHLD_00300	CDS	390				hypothetical protein
KPHNEHLD_00301	CDS	450	cadI		COG0346	Cadmium-induced protein CadI
KPHNEHLD_00302	CDS	717				hypothetical protein
KPHNEHLD_00303	CDS	1470	nrgA			Ammonium transporter
KPHNEHLD_00304	tRNA	76				tRNA-Phe(gaa)
KPHNEHLD_00305	tRNA	78				tRNA-Asp(gtc)
KPHNEHLD_00306	CDS	1086	ligC	6.5.1.1	COG1793	DNA ligase C
KPHNEHLD_00307	CDS	1674				hypothetical protein
KPHNEHLD_00308	CDS	774				hypothetical protein
KPHNEHLD_00309	CDS	1551	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
KPHNEHLD_00310	CDS	186				hypothetical protein
KPHNEHLD_00311	CDS	1032	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
KPHNEHLD_00312	CDS	630				hypothetical protein
KPHNEHLD_00313	CDS	1131	smtB_2	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
KPHNEHLD_00314	CDS	1362				hypothetical protein
KPHNEHLD_00315	CDS	834				hypothetical protein
KPHNEHLD_00316	CDS	1962	ecm	5.4.99.63	COG1884	Ethylmalonyl-CoA mutase
KPHNEHLD_00317	CDS	372				hypothetical protein
KPHNEHLD_00318	CDS	354				hypothetical protein
KPHNEHLD_00319	CDS	1389			COG0661	putative protein
KPHNEHLD_00320	CDS	726	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
KPHNEHLD_00321	CDS	459				hypothetical protein
KPHNEHLD_00322	CDS	681				putative HTH-type transcriptional regulator
KPHNEHLD_00323	CDS	255				hypothetical protein
KPHNEHLD_00324	CDS	630	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
KPHNEHLD_00325	CDS	855	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
KPHNEHLD_00326	CDS	669				hypothetical protein
KPHNEHLD_00327	CDS	879				hypothetical protein
KPHNEHLD_00328	CDS	537				hypothetical protein
KPHNEHLD_00329	CDS	1215	ask	2.7.2.4	COG0527	Aspartokinase
KPHNEHLD_00330	CDS	840				hypothetical protein
KPHNEHLD_00331	CDS	981	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
KPHNEHLD_00332	CDS	285				hypothetical protein
KPHNEHLD_00333	CDS	441				hypothetical protein
KPHNEHLD_00334	CDS	1476				hypothetical protein
KPHNEHLD_00335	CDS	621				hypothetical protein
KPHNEHLD_00336	CDS	417				hypothetical protein
KPHNEHLD_00337	CDS	1110				hypothetical protein
KPHNEHLD_00338	CDS	822	mshB_1	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
KPHNEHLD_00339	CDS	288				hypothetical protein
KPHNEHLD_00340	CDS	330				hypothetical protein
KPHNEHLD_00341	CDS	720				hypothetical protein
KPHNEHLD_00342	CDS	861				hypothetical protein
KPHNEHLD_00343	tRNA	89				tRNA-Arg(tct)
KPHNEHLD_00344	tRNA	77				tRNA-Pro(cgg)
KPHNEHLD_00345	CDS	429				hypothetical protein
KPHNEHLD_00346	CDS	345			COG1366	Putative anti-sigma factor antagonist
KPHNEHLD_00347	CDS	951				hypothetical protein
KPHNEHLD_00348	CDS	1086				hypothetical protein
KPHNEHLD_00349	CDS	960			COG0003	Putative ATPase
KPHNEHLD_00350	CDS	1395				hypothetical protein
KPHNEHLD_00351	CDS	195	whiD			Transcriptional regulator WhiD
KPHNEHLD_00352	CDS	324				hypothetical protein
KPHNEHLD_00353	CDS	1758	deaD_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
KPHNEHLD_00354	CDS	1548				hypothetical protein
KPHNEHLD_00355	CDS	489				hypothetical protein
KPHNEHLD_00356	CDS	891				hypothetical protein
KPHNEHLD_00357	CDS	882	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
KPHNEHLD_00358	CDS	1512	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
KPHNEHLD_00359	CDS	165				hypothetical protein
KPHNEHLD_00360	CDS	429				hypothetical protein
KPHNEHLD_00361	CDS	300				hypothetical protein
KPHNEHLD_00362	CDS	1188	mrp_1		COG0489	Iron-sulfur cluster carrier protein
KPHNEHLD_00363	CDS	321	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
KPHNEHLD_00364	CDS	1014				hypothetical protein
KPHNEHLD_00365	CDS	1572				hypothetical protein
KPHNEHLD_00366	CDS	357	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
KPHNEHLD_00367	CDS	159				hypothetical protein
KPHNEHLD_00368	CDS	2277				hypothetical protein
KPHNEHLD_00369	CDS	681				hypothetical protein
KPHNEHLD_00370	CDS	1332	glnA2	6.3.1.2	COG0174	Glutamine synthetase
KPHNEHLD_00371	CDS	849				hypothetical protein
KPHNEHLD_00372	CDS	1014	glnB_1	6.3.1.2		Glutamine synthetase
KPHNEHLD_00373	CDS	795				hypothetical protein
KPHNEHLD_00374	CDS	453				hypothetical protein
KPHNEHLD_00375	CDS	576				hypothetical protein
KPHNEHLD_00376	CDS	1896			COG1132	putative ABC transporter ATP-binding protein
KPHNEHLD_00377	CDS	438	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
KPHNEHLD_00378	CDS	1734	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
KPHNEHLD_00379	CDS	981				hypothetical protein
KPHNEHLD_00380	CDS	522				hypothetical protein
KPHNEHLD_00381	CDS	993	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
KPHNEHLD_00382	CDS	648				hypothetical protein
KPHNEHLD_00383	CDS	939	sigA_1		COG0568	RNA polymerase sigma factor SigA
KPHNEHLD_00384	CDS	1728				hypothetical protein
KPHNEHLD_00385	CDS	648				hypothetical protein
KPHNEHLD_00386	CDS	1119			COG4962	Putative conjugal transfer protein
KPHNEHLD_00387	CDS	1146				hypothetical protein
KPHNEHLD_00388	CDS	219				hypothetical protein
KPHNEHLD_00389	CDS	381				hypothetical protein
KPHNEHLD_00390	CDS	2319				hypothetical protein
KPHNEHLD_00391	CDS	336	rsbV_1		COG1366	Anti-sigma-B factor antagonist
KPHNEHLD_00392	CDS	507	rsbW_1	2.7.11.1	COG2172	Serine-protein kinase RsbW
KPHNEHLD_00393	CDS	2367	mrpA		COG1009	Na(+)/H(+) antiporter subunit A
KPHNEHLD_00394	CDS	471	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
KPHNEHLD_00395	CDS	447				hypothetical protein
KPHNEHLD_00396	CDS	1488	mrpD		COG0651	Na(+)/H(+) antiporter subunit D
KPHNEHLD_00397	CDS	576				hypothetical protein
KPHNEHLD_00398	CDS	252				hypothetical protein
KPHNEHLD_00399	CDS	405	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
KPHNEHLD_00400	CDS	159				hypothetical protein
KPHNEHLD_00401	CDS	1245	bbsG	1.3.8.3		(R)-benzylsuccinyl-CoA dehydrogenase
KPHNEHLD_00402	CDS	762	lvr	1.1.1.-		Levodione reductase
KPHNEHLD_00403	CDS	417	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
KPHNEHLD_00404	CDS	789	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
KPHNEHLD_00405	CDS	1263				hypothetical protein
KPHNEHLD_00406	CDS	2817	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KPHNEHLD_00407	CDS	486				hypothetical protein
